struct_id,name,smiles,inchikey,approved,approval_agencies,first_approval,chembl_max_phase4,n_targets,targets,moa_targets,flags,source,source_url,withdrawn,chembl_id,molecule_type,chembl_max_phase,approval_basis,target_evidence,notes
900154,peficitinib,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,DREIJXJRTLTGJC-ZLBJMMTISA-N,1,,2019,1,4,JAK1;JAK2;JAK3;TYK2,JAK1;JAK2;JAK3;TYK2,dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL3137308.json,0,CHEMBL3137308,Small molecule,4.0,chembl_max_phase_4,"chembl_mechanism;chembl_pchembl>=6,n>=2",same parent structure as: PEFICITINIB HYDROBROMIDE (CHEMBL3137329)
900155,perfluorohexyloctane,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,WRYIIOKOQSICTB-UHFFFAOYSA-N,1,,2023,1,0,,,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL5314588.json,0,CHEMBL5314588,Small molecule,4.0,chembl_max_phase_4,,
900156,pifoxime,C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1,XUDSQIDNHJMBBW-FOWTUZBSSA-N,1,,,1,0,,,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1998966.json,1,CHEMBL1998966,Small molecule,4.0,chembl_max_phase_4,,
900157,pirtobrutinib,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1,FWZAWAUZXYCBKZ-NSHDSACASA-N,1,,2023,1,1,BTK,BTK,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL4650485.json,0,CHEMBL4650485,Small molecule,4.0,chembl_max_phase_4,"chembl_mechanism;chembl_pchembl>=6,n>=2",
900158,plicamycin,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,XDKMHMINQXATOR-RCFLUEAHSA-N,1,,1970,1,0,,,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1237054.json,0,CHEMBL1237054,Small molecule,4.0,chembl_max_phase_4,,
900159,plitidepsin,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,UUSZLLQJYRSZIS-LXNNNBEUSA-N,1,,2018,1,1,EEF1A2,EEF1A2,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL451930.json,0,CHEMBL451930,Small molecule,4.0,chembl_max_phase_4,chembl_mechanism,
900160,polidocanol,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,ONJQDTZCDSESIW-UHFFFAOYSA-N,1,,2010,1,0,,,,PubChem PUG REST (name lookup; ChEMBL has no structure),"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/656641/property/Title,SMILES/JSON",0,CHEMBL6067961,Small molecule,4.0,chembl_max_phase_4,,no structure in ChEMBL; SMILES from PubChem CID 656641 (Title: Nonaethylene Glycol Monododecyl Ether; identity confirmed by pubchem_name_index_only)
900161,polihexanide,CCCCCCNC(=N)NC(=N)N,VAZJLPXFVQHDFB-UHFFFAOYSA-N,1,,2024,1,0,,,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL2106939.json,0,CHEMBL2106939,Small molecule,4.0,chembl_max_phase_4,,
900162,potassium chloride,[K+],NPYPAHLBTDXSSS-UHFFFAOYSA-N,1,,1982,1,0,,,multi_fragment;inorganic;element;charged_parent,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1200731.json,0,CHEMBL1200731,Small molecule,4.0,chembl_max_phase_4,,
900163,potassium iodide,I,XMBWDFGMSWQBCA-UHFFFAOYSA-N,1,,1979,1,0,,,multi_fragment;inorganic;element;metal_stripped;dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1141.json,0,CHEMBL1141,Small molecule,4.0,chembl_max_phase_4,,same parent structure as: SODIUM IODIDE (CHEMBL1644695)
900164,potassium perchlorate,[O-][Cl+3]([O-])([O-])O,VLTRZXGMWDSKGL-UHFFFAOYSA-N,1,,1974,1,0,,,multi_fragment;inorganic;metal_stripped,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1200696.json,0,CHEMBL1200696,Small molecule,4.0,chembl_max_phase_4,,
900165,pyrantel pamoate,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,WLJNZVDCPSBLRP-UHFFFAOYSA-N,1,,,1,0,,,multi_fragment;dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1599768.json,0,CHEMBL1599768,Small molecule,4.0,chembl_max_phase_4,,"same parent structure as: OLANZAPINE PAMOATE (CHEMBL3989694), IMIPRAMINE PAMOATE (CHEMBL3989845)"
900166,ranelic acid,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O,DJSXNILVACEBLP-UHFFFAOYSA-N,1,,2004,1,0,,,dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL2107175.json,0,CHEMBL2107175,Small molecule,4.0,chembl_max_phase_4,,same parent structure as: STRONTIUM RANELATE (CHEMBL3707306)
900167,repotrectinib,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,FIKPXCOQUIZNHB-WDEREUQCSA-N,1,,2023,1,8,ALK;CD74;JAK2;NTRK1;NTRK2;NTRK3;ROS1;SDC4,CD74;NTRK1;NTRK2;NTRK3;ROS1;SDC4,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL4298138.json,0,CHEMBL4298138,Small molecule,4.0,chembl_max_phase_4,"chembl_mechanism;chembl_pchembl>=6,n>=2",
900168,resmetirom,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,FDBYIYFVSAHJLY-UHFFFAOYSA-N,1,,2024,1,1,THRB,THRB,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL3261331.json,0,CHEMBL3261331,Small molecule,4.0,chembl_max_phase_4,"chembl_mechanism;chembl_pchembl>=6,n>=2",
900169,revumenib,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,FRVSRBKUQZKTOW-YOCNBXQISA-N,1,,2024,1,0,,,dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL4650827.json,0,CHEMBL4650827,Small molecule,4.0,chembl_max_phase_4,,same parent structure as: REVUMENIB CITRATE (CHEMBL6068395)
900170,rezafungin acetate,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](OCC[N+](C)(C)C)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,LNFCWEXGZIEGJW-TXSVMFMRSA-O,1,,2023,1,0,,,multi_fragment;charged_parent;dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL3989928.json,0,CHEMBL3989928,Small molecule,4.0,chembl_max_phase_4,,same parent structure as: REZAFUNGIN (CHEMBL3989945)
900171,ritlecitinib,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,CBRJPFGIXUFMTM-WDEREUQCSA-N,1,,2023,1,6,BMX;BTK;ITK;JAK3;TEC;TXK,BMX;BTK;ITK;JAK3;TEC;TXK,dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL4085457.json,0,CHEMBL4085457,Small molecule,4.0,chembl_max_phase_4,"chembl_mechanism;chembl_pchembl>=6,n>=2",same parent structure as: RITLECITINIB TOSYLATE (CHEMBL5314649)
900172,rose bengal free acid,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,VDNLFJGJEQUWRB-UHFFFAOYSA-N,1,,1971,1,0,,,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1208422.json,0,CHEMBL1208422,Small molecule,4.0,chembl_max_phase_4,,
900173,rose bengal sodium i 131,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc([131I])c(=O)c(I)c-2oc2c(I)c(O)c([131I])cc12,VDNLFJGJEQUWRB-GRMCBZHISA-N,1,,1971,1,0,,,multi_fragment;metal_stripped,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL3989461.json,0,CHEMBL3989461,Small molecule,4.0,chembl_max_phase_4,,
900174,rubidium chloride,[Rb+],NCCSSGKUIKYAJD-UHFFFAOYSA-N,1,,1989,1,0,,,multi_fragment;inorganic;element;charged_parent,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL2110557.json,0,CHEMBL2110557,Small molecule,4.0,chembl_max_phase_4,,
900175,rubidium chloride rb 82,[82Rb+],NCCSSGKUIKYAJD-OIOBTWANSA-N,1,,1989,1,0,,,multi_fragment;inorganic;element;charged_parent,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1200727.json,0,CHEMBL1200727,Small molecule,4.0,chembl_max_phase_4,,
900176,samarium sm 153 lexidronam pentasodium,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,NFDRPXJGHKJRLJ-UHFFFAOYSA-N,1,,1997,1,0,,,multi_fragment;metal_stripped,PubChem PUG REST (name lookup; ChEMBL has no structure),"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/9810246/property/Title,SMILES/JSON",0,CHEMBL2096660,Small molecule,4.0,chembl_max_phase_4,,no structure in ChEMBL; SMILES from PubChem CID 9810246 (Title: Samarium Sm-153 Lexidronam Pentasodium; identity confirmed by pubchem_title_agrees)
900177,seladelpar,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,JWHYSEDOYMYMNM-QGZVFWFLSA-N,1,,2024,1,1,PPARD,PPARD,dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL230158.json,0,CHEMBL230158,Small molecule,4.0,chembl_max_phase_4,"chembl_mechanism;chembl_pchembl>=6,n>=2",same parent structure as: SELADELPAR LYSINE (CHEMBL3989960)
900178,selenious acid,O=[Se](O)O,MCAHWIHFGHIESP-UHFFFAOYSA-N,1,,2019,1,0,,,inorganic,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL2009089.json,0,CHEMBL2009089,Small molecule,4.0,chembl_max_phase_4,,
900179,silver nitrate,O=[N+]([O-])O,GRYLNZFGIOXLOG-UHFFFAOYSA-N,1,,,1,0,,,multi_fragment;inorganic;metal_stripped;dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL177367.json,0,CHEMBL177367,Small molecule,4.0,chembl_max_phase_4,,"same parent structure as: POTASSIUM NITRATE (CHEMBL1644029), GALLIUM NITRATE (CHEMBL1200983)"
900180,sodium bicarbonate,O=C(O)O,BVKZGUZCCUSVTD-UHFFFAOYSA-N,1,,1982,1,0,,,multi_fragment;metal_stripped;dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1353.json,0,CHEMBL1353,Small molecule,4.0,chembl_max_phase_4,,"same parent structure as: SODIUM CARBONATE (CHEMBL186314), CALCIUM CARBONATE (CHEMBL1200539), MAGNESIUM CARBONATE (CHEMBL1200736), LITHIUM CARBONATE (CHEMBL1200826), POTASSIUM BICARBONATE (CHEMBL2106975), HYDROTALCITE (CHEMBL3833351), HYDROTALCITE ANHYDROUS (CHEMBL3833409), LANTHANUM CARBONATE (CHEMBL2096647)"
900181,sodium chromate,[O]=[Cr](=[O])([OH])[OH],KRVSOGSZCMJSLX-UHFFFAOYSA-L,1,,1982,1,0,,,multi_fragment;inorganic;metal_stripped,PubChem PUG REST (name lookup; ChEMBL has no structure),"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/24488/property/Title,SMILES/JSON",0,CHEMBL2110574,Small molecule,4.0,chembl_max_phase_4,,no structure in ChEMBL; SMILES from PubChem CID 24488 (Title: Sodium Chromate; identity confirmed by pubchem_title_agrees)
900182,sodium chromate cr 51,[O]=[51Cr](=[O])([OH])[OH],KRVSOGSZCMJSLX-HONVGLGOSA-L,1,,1982,1,0,,,multi_fragment;inorganic;metal_stripped,PubChem PUG REST (name lookup; ChEMBL has no structure),"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/3080662/property/Title,SMILES/JSON",0,CHEMBL2096634,Small molecule,4.0,chembl_max_phase_4,,no structure in ChEMBL; SMILES from PubChem CID 3080662 (Title: Sodium Chromate Cr-51; identity confirmed by pubchem_title_agrees)
900183,sodium fluoride,[Na+],FKNQFGJONOIPTF-UHFFFAOYSA-N,1,,1972,1,0,,,multi_fragment;inorganic;element;charged_parent;dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1528.json,0,CHEMBL1528,Small molecule,4.0,chembl_max_phase_4,,same parent structure as: SODIUM FLUORIDE F 18 (CHEMBL1200744)
900184,sodium gluconate,O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,AEMOLEFTQBMNLQ-WAXACMCWSA-N,1,,1982,1,0,,,multi_fragment;metal_stripped,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL2068884.json,0,CHEMBL2068884,Small molecule,4.0,chembl_max_phase_4,,
900185,sodium hypochlorite,OCl,QWPPOHNGKGFGJK-UHFFFAOYSA-N,1,,,1,0,,,multi_fragment;inorganic;metal_stripped;dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1334078.json,0,CHEMBL1334078,Small molecule,4.0,chembl_max_phase_4,,same parent structure as: HYPOCHLOROUS ACID (CHEMBL1616046)
900186,sodium iodide i 123,[123IH],XMBWDFGMSWQBCA-AHCXROLUSA-N,1,,1976,1,0,,,multi_fragment;inorganic;element;metal_stripped,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1201083.json,0,CHEMBL1201083,Small molecule,4.0,chembl_max_phase_4,,
900187,sodium iodide i 131,[131IH],XMBWDFGMSWQBCA-RNFDNDRNSA-N,1,,1982,1,0,,,multi_fragment;inorganic;element;metal_stripped,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1201084.json,0,CHEMBL1201084,Small molecule,4.0,chembl_max_phase_4,,
900188,sodium monofluorophosphate,O=P(O)(O)F,DWYMPOCYEZONEA-UHFFFAOYSA-N,1,,1986,1,0,,,multi_fragment;inorganic;metal_stripped,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1908359.json,0,CHEMBL1908359,Small molecule,4.0,chembl_max_phase_4,,
900189,sodium nitrite,O=NO,IOVCWXUNBOPUCH-UHFFFAOYSA-N,1,,2011,1,0,,,multi_fragment;inorganic;metal_stripped;dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL93268.json,0,CHEMBL93268,Small molecule,4.0,chembl_max_phase_4,,same parent structure as: NITROUS ACID (CHEMBL1161681)
900190,sodium nitroprusside,C#N,LELOWRISYMNNSU-UHFFFAOYSA-N,1,,1981,1,0,,,multi_fragment;metal_stripped;dup_parent_inchikey,PubChem PUG REST (name lookup; ChEMBL has no structure),"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/11953895/property/Title,SMILES/JSON",0,CHEMBL136478,Small molecule,4.0,chembl_max_phase_4,,no structure in ChEMBL; SMILES from PubChem CID 11953895 (Title: Sodium nitroprusside dihydrate; identity confirmed by pubchem_title_agrees); same parent structure as: PRUSSIAN BLUE INSOLUBLE (CHEMBL2096629)
900191,sodium pertechnetate,[O]=[Tc](=[O])(=[O])[OH],UTQISYNNAQMRBN-UHFFFAOYSA-M,1,,1982,1,0,,,multi_fragment;inorganic;metal_stripped,PubChem PUG REST (name lookup; ChEMBL has no structure),"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/74086836/property/Title,SMILES/JSON",0,CHEMBL2110571,Small molecule,4.0,chembl_max_phase_4,,no structure in ChEMBL; SMILES from PubChem CID 74086836 (Title: Sodium pertechnetate; identity confirmed by pubchem_title_agrees)
900192,sodium pertechnetate tc 99m,[O]=[99Tc](=[O])(=[O])[OH],UTQISYNNAQMRBN-RCUQKECRSA-M,1,,1982,1,0,,,multi_fragment;inorganic;metal_stripped,PubChem PUG REST (name lookup; ChEMBL has no structure),"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/23689036/property/Title,SMILES/JSON",0,CHEMBL2096641,Small molecule,4.0,chembl_max_phase_4,,no structure in ChEMBL; SMILES from PubChem CID 23689036 (Title: Technetium TC-99M sodium pertechnetate; identity confirmed by pubchem_title_agrees)
900193,sodium picosulfate,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,UJIDKYTZIQTXPM-UHFFFAOYSA-N,1,,2012,1,0,,,multi_fragment;metal_stripped;dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1697768.json,0,CHEMBL1697768,Small molecule,4.0,chembl_max_phase_4,,same parent structure as: PICOSULFURIC ACID (CHEMBL1741134)
900194,sodium sulfate anhydrous,O=S(=O)(O)O,QAOWNCQODCNURD-UHFFFAOYSA-N,1,,1984,1,0,,,multi_fragment;inorganic;metal_stripped;dup_parent_inchikey,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL233406.json,0,CHEMBL233406,Small molecule,4.0,chembl_max_phase_4,,"same parent structure as: ZINC SULFATE (CHEMBL1200929), MAGNESIUM SULFATE ANHYDROUS (CHEMBL2021423), POTASSIUM SULFATE (CHEMBL2021424), BARIUM SULFATE (CHEMBL2105897), MAGALDRATE (CHEMBL3833350), MAGALDRATE ANHYDROUS (CHEMBL3833408), SODIUM SULFATE (CHEMBL3989856), MAGNESIUM SULFATE (CHEMBL3989857), CUPRIC SULFATE (CHEMBL604), MANGANESE SULFATE ANHYDROUS (CHEMBL1200557), FERROUS SULFATE (CHEMBL1200830), MANGANESE SULFATE (CHEMBL2103742)"
900195,sodium zirconium cyclosilicate,O[Si]1(O)O[Si](O)(O)O[Si](O)(O)O1,WWKQZIMLZGFMEC-UHFFFAOYSA-N,1,,2018,1,0,,,multi_fragment;inorganic;metal_stripped,PubChem PUG REST (name lookup; ChEMBL has no structure),"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/155804812/property/Title,SMILES/JSON",0,CHEMBL3301592,Small molecule,4.0,chembl_max_phase_4,,no structure in ChEMBL; SMILES from PubChem CID 155804812 (Title: Sodium Zirconium Cyclosilicate; identity confirmed by pubchem_title_agrees)
900196,somapacitan,C=C(CCCCCCCCCCCCCCCc1nnn[nH]1)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)CSC[C@H](N)C(=O)O)C(N)=O)C(=O)O)C(=O)O,NAKSIOUBFDBTSW-ITMZJIMRSA-N,1,,2020,1,1,GHR,GHR,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL3707290.json,0,CHEMBL3707290,Small molecule,4.0,chembl_max_phase_4,chembl_mechanism,
900197,sotorasib,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,NXQKSXLFSAEQCZ-SFHVURJKSA-N,1,,2021,1,1,KRAS,KRAS,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL4535757.json,0,CHEMBL4535757,Small molecule,4.0,chembl_max_phase_4,"chembl_mechanism;chembl_pchembl>=6,n>=2",
900198,sparsentan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,WRFHGDPIDHPWIQ-UHFFFAOYSA-N,1,,2023,1,2,AGTR1;EDNRA,AGTR1;EDNRA,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL539423.json,0,CHEMBL539423,Small molecule,4.0,chembl_max_phase_4,"chembl_mechanism;chembl_pchembl>=6,n>=2",
900199,spinosad,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C(C)[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1,RDECBWLKMPEKPM-PSCJHHPTSA-N,1,,2011,1,0,,,multi_fragment,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL4297065.json,0,CHEMBL4297065,Small molecule,4.0,chembl_max_phase_4,,
900200,stibogluconic acid,O=C(O)[C@@H]1[O][Sb]2([O][Sb]34[O][C@H]([C@H](O)CO)[C@H]([O]3)[C@H](C(=O)O)[O]4)[O][C@H]([C@H](O)CO)[C@@H]1[O]2,MNNVVPGDXDZDBM-SYAJEJNSSA-N,1,,,1,0,,,multi_fragment,PubChem PUG REST (name lookup; ChEMBL has no structure),"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/90661669/property/Title,SMILES/JSON",0,CHEMBL2365492,Small molecule,4.0,chembl_max_phase_4,,no structure in ChEMBL; SMILES from PubChem CID 90661669 (Title: Stibogluconic acid; identity confirmed by pubchem_title_agrees)
900201,streptozocin,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,AGRCPNMCOXLKFO-BDVNFPICSA-N,1,,1982,1,0,,,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1977579.json,0,CHEMBL1977579,Small molecule,4.0,chembl_max_phase_4,,
900202,strontium chloride,[Sr+2],PWYYWQHXAPXYMF-UHFFFAOYSA-N,1,,1993,1,0,,,multi_fragment;inorganic;element;charged_parent,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL2219640.json,0,CHEMBL2219640,Small molecule,4.0,chembl_max_phase_4,,
900203,strontium chloride sr 89,[89Sr+2],PWYYWQHXAPXYMF-OUBTZVSYSA-N,1,,1993,1,0,,,multi_fragment;inorganic;element;charged_parent,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1200625.json,0,CHEMBL1200625,Small molecule,4.0,chembl_max_phase_4,,
900204,sulfur,S1SSSSSSS1,JLQNHALFVCURHW-UHFFFAOYSA-N,1,,1982,1,0,,,inorganic,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL1235452.json,0,CHEMBL1235452,Small molecule,4.0,chembl_max_phase_4,,
900205,sulopenem etzadroxil,CCC(CC)C(=O)OCOC(=O)C1=C(S[C@H]2CC[S+]([O-])C2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,NBPVNGWRLGHULH-JKOUTOBWSA-N,1,,2024,1,0,,,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL4594246.json,0,CHEMBL4594246,Small molecule,4.0,chembl_max_phase_4,,
900206,tannic acid,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,LRBQNJMCXXYXIU-PPKXGCFTSA-N,1,,1982,1,0,,,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL506247.json,0,CHEMBL506247,Unknown,4.0,chembl_max_phase_4,,
900207,tapinarof,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,ZISJNXNHJRQYJO-CMDGGOBGSA-N,1,,2022,1,1,AHR,AHR,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL259571.json,0,CHEMBL259571,Small molecule,4.0,chembl_max_phase_4,"chembl_mechanism;chembl_pchembl>=6,n>=2",
900208,taurursodiol,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,BHTRKEVKTKCXOH-LBSADWJPSA-N,1,,2022,1,0,,,,ChEMBL 36 REST API,https://www.ebi.ac.uk/chembl/api/data/molecule/CHEMBL272427.json,0,CHEMBL272427,Small molecule,4.0,chembl_max_phase_4,,
900209,technetium tc 99m bicisate,CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC,RZQNBTMGBODDSK-UWVGGRQHSA-N,1,,1994,1,0,,,multi_fragment;metal_stripped,PubChem PUG REST (name lookup; ChEMBL has no structure),"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/155491161/property/Title,SMILES/JSON",0,CHEMBL1237111,Small molecule,4.0,chembl_max_phase_4,,no structure in ChEMBL; SMILES from PubChem CID 155491161 (Title: Technetium tc-99m bicisate; identity confirmed by pubchem_title_agrees)
