struct_id,name,smiles,inchikey,approved,approval_agencies,first_approval,chembl_max_phase4,n_targets,targets,moa_targets,flags
1923,nifekalant,Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,OEBPANQZQGQPHF-UHFFFAOYSA-N,0,,,0,4,KCNH2;SLC22A2;SLC47A1;SLC47A2,,
1924,nifenazone,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,BRZANEXCSZCZCI-UHFFFAOYSA-N,0,,,0,0,,,
1925,niflumic acid,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,JZFPYUNJRRFVQU-UHFFFAOYSA-N,0,,,0,9,CLCNKA;CLCNKB;DHODH;GPR35;KCNT2;PTGS1;PTGS2;TEAD4;TTR,,
1926,nifuratel,CSCC1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)O1,SRQKTCXJCCHINN-NYYWCZLTSA-N,0,,,0,0,,,
1927,nifurfoline,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CN1CCOCC1,WCEJYDIWHURKJX-VGOFMYFVSA-N,0,,,0,0,,,
1928,nifuroxazide,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,YCWSUKQGVSGXJO-NTUHNPAUSA-N,0,,,0,1,STAT3,,
1929,nifurtimox,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,ARFHIAQFJWUCFH-IZZDOVSWSA-N,1,FDA;YEAR INTRODUCED,1967-01-01,1,0,,,
1930,nifurtoinol,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CO,UIDWQGRXEVDFCA-XCVCLJGOSA-N,0,,,0,0,,,
1931,nifurzide,O=C(N/N=C/C=C/c1ccc([N+](=O)[O-])o1)c1ccc([N+](=O)[O-])s1,IDUMOVRJNBNOTR-BIZLIJPVSA-N,0,,,0,0,,,
1932,nilotinib,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,HHZIURLSWUIHRB-UHFFFAOYSA-N,1,FDA,2007-10-29,1,72,ABL1;ABL2;BCR;BLK;BMX;BRAF;CA1;CA12;CA14;CA2;CA3;CA4;CA5A;CA5B;CA6;CA7;CA9;CDC42BPB;CLK1;CLK4;CSF1R;CSK;DDR1;DDR2;EPHA1;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA8;EPHB1;EPHB2;EPHB3;EPHB4;EPHB6;FGFR1;FGFR2;FGR;FLT3;FRK;FYN;HCK;INSR;JAK2;KIT;LCK;LYN;MAP2K5;MAP4K1;MAPK10;MAPK11;MAPK14;MAPK8;MAPK9;NQO2;NTRK2;NTRK3;PDGFRA;PDGFRB;PIP4K2C;RAF1;RET;SRC;STK10;TAOK1;TAOK3;TEK;TIE1;TNNI3K;YES1;ZAK,ABL1,
1933,nilutamide,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,XWXYUMMDTVBTOU-UHFFFAOYSA-N,1,FDA,1996-09-19,1,1,AR,AR,
1934,nilvadipine,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,FAIIFDPAEUKBEP-UHFFFAOYSA-N,1,YEAR INTRODUCED,1992-01-01,0,3,CACNA1C;CACNA1D;CACNG1,CACNA1C;CACNA1D,
1935,nimesulide,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,HYWYRSMBCFDLJT-UHFFFAOYSA-N,1,YEAR INTRODUCED,1985-01-01,1,7,CYP19A1;MMP1;MPO;PDE4A;PTGS1;PTGS2;SLC6A3,,
1936,nimetazepam,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,GWUSZQUVEVMBPI-UHFFFAOYSA-N,0,,,0,0,,,
1937,nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,1,FDA,1988-12-28,1,15,ADORA3;CACNA1C;CACNA1D;CACNA1F;CACNA1H;CACNA1S;CACNG1;CNR1;CYP2C19;CYP2C9;CYP3A4;NR1H4;NR1I2;NR3C2;SLC28A1,CACNA1C;CACNA1D,
1938,nimorazole,O=[N+]([O-])c1cncn1CCN1CCOCC1,MDJFHRLTPRPZLY-UHFFFAOYSA-N,0,,,0,0,,,
1940,nipradilol,CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,OMCPLEZZPVJJIS-UHFFFAOYSA-N,0,,,0,0,,,
1941,niridazole,O=C1NCCN1c1ncc([N+](=O)[O-])s1,RDXLYGJSWZYTFJ-UHFFFAOYSA-N,0,,,0,0,,,
1942,nisoldipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],VKQFCGNPDRICFG-UHFFFAOYSA-N,1,FDA,1995-02-02,1,11,ADORA2A;ADORA3;CACNA1A;CACNA1C;CACNA1D;CACNA1H;CYP1A2;KCNH2;SCN1A;SCN2A;SCN3A,CACNA1C;CACNA1D,
1943,nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,YQNQNVDNTFHQSW-UHFFFAOYSA-N,1,FDA,2002-11-22,1,1,AKR1B1,,
1944,nitisinone,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],OUBCNLGXQFSTLU-UHFFFAOYSA-N,1,EMA;FDA,2002-01-18,1,1,HPD,HPD,
1945,nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,KJONHKAYOJNZEC-UHFFFAOYSA-N,0,,,1,3,GABRA1;GABRB2;GABRG2,GABRA1;GABRB2;GABRG2,
1946,nitrefazole,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,NMTBSNPBIGRZBL-UHFFFAOYSA-N,0,,,1,0,,,
1947,nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,PVHUJELLJLJGLN-UHFFFAOYSA-N,1,YEAR INTRODUCED,1985-01-01,0,14,ADORA3;CACNA1C;CACNA1D;CACNA1F;CACNA1H;CACNG1;CYP2C19;CYP2C9;KCNH2;KCNN4;SCN1A;SCN2A;SCN3A;TTR,CACNA1C;CACNA1D,
1948,nitric oxide,[N]=O,MWUXSHHQAYIFBG-UHFFFAOYSA-N,1,FDA,1999-12-23,1,4,GUCY1A2;GUCY1A3;GUCY1B2;GUCY1B3,GUCY1A2;GUCY1A3;GUCY1B2;GUCY1B3,inorganic
1949,nitrofurantoin,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,NXFQHRVNIOXGAQ-YCRREMRBSA-N,1,FDA,1953-02-06,1,2,CISD1;G6PD,,
1950,nitrofurazone,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,IAIWVQXQOWNYOU-FPYGCLRLSA-N,1,FDA,1945-10-04,1,1,G6PD,,
1952,glyceryl trinitrate,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],SNIOPGDIGTZGOP-UHFFFAOYSA-N,1,FDA,1981-05-28,1,5,GUCY1A2;GUCY1A3;GUCY1B2;GUCY1B3;NPR1,GUCY1A2;GUCY1A3;GUCY1B2;GUCY1B3,
1954,nitroxoline,O=[N+]([O-])c1ccc(O)c2ncccc12,RJIWZDNTCBHXAL-UHFFFAOYSA-N,0,,,1,4,BRD4;CTSB;METAP2;PTGS2,,
1955,nizatidine,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,SGXXNSQHWDMGGP-UHFFFAOYSA-N,1,FDA,1988-04-12,1,2,ACHE;HRH2,HRH2,
1956,nizofenone,CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl,WZGBZLHGOVJDET-UHFFFAOYSA-N,1,PMDA,,0,0,,,
1957,nomegestrol acetate,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,IIVBFTNIGYRNQY-YQLZSBIMSA-N,1,EMA,2011-07-27,1,0,,,
1958,nomifensine,CN1Cc2c(N)cccc2C(c2ccccc2)C1,XXPANQJNYNUNES-UHFFFAOYSA-N,1,FDA,,1,9,HBA1;HBB;HRH1;HTR1A;MAOA;MPO;SLC6A2;SLC6A3;SLC6A4,SLC6A2;SLC6A3,
1959,norelgestromin,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC,ISHXLNHNDMZNMC-XUDSTZEESA-N,1,FDA,2001-11-20,1,1,PGR,PGR,
1960,norepinephrine,NC[C@H](O)c1ccc(O)c(O)c1,SFLSHLFXELFNJZ-QMMMGPOBSA-N,1,FDA,1950-07-13,1,12,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;ADRB3;DRD1;DRD2;SLC6A3,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2C;ADRB1;ADRB2,
1961,norethandrolone,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,ZDHCJEIGTNNEMY-XGXHKTLJSA-N,0,,,0,0,,,
1962,norethisterone,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,VIKNJXKGJWUCNN-XGXHKTLJSA-N,1,FDA,1962-05-21,1,6,AR;ESR1;NR3C1;PGR;SHBG;SLC6A4,PGR,
1963,norethindrone acetate,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,IMONTRJLAWHYGT-ZCPXKWAGSA-N,1,FDA,1973-04-30,1,7,AR;CYP2C19;ESR1;NR3C1;PGR;SHBG;SLC6A4,PGR,
1964,norethindrone enanthate,C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,APTGJECXMIKIET-WOSSHHRXSA-N,0,,,0,0,,,
1965,norethynodrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,ICTXHFFSOAJUMG-SLHNCBLASA-N,1,FDA,1961-03-09,1,1,PGR,PGR,
1966,norfenefrine,NCC(O)c1cccc(O)c1,LRCXRAABFLIVAI-UHFFFAOYSA-N,0,,,0,0,,,
1967,norfloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,OGJPXUAPXNRGGI-UHFFFAOYSA-N,1,FDA,1986-10-31,1,8,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;SLC47A1;TOP2B,,
1968,norgestimate,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,KIQQMECNKUGGKA-NMYWJIRASA-N,1,FDA,1989-12-29,1,3,PGR;TRPC3;TRPC6,PGR,
1969,normethadone,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,WCJFBSYALHQBSK-UHFFFAOYSA-N,0,,,0,0,,,
1970,methylestrenolone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,ZXSWTMLNIIZPET-ZOFHRBRSSA-N,0,,,0,0,,,
1971,nortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,1,FDA,1964-11-06,1,28,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;AOX1;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2C19;CYP2D6;DRD1;DRD2;DRD3;HRH1;HRH2;HTR1A;HTR2A;HTR2B;HTR2C;HTR6;KCNJ10;RET;SLC6A2;SLC6A3;SLC6A4,SLC6A2;SLC6A4,
1973,noscapine,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,AKNNEGZIBPJZJG-MSOLQXFVSA-N,0,,,1,4,CYP2C19;CYP2C9;SLC22A2;SLC47A1,,
1974,novobiocin,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,YJQPYGGHQPGBLI-KGSXXDOSSA-N,1,FDA,1964-09-04,1,1,ABCG2,,
1975,noxiptiline,CN(C)CCON=C1c2ccccc2CCc2ccccc21,GPTURHKXTUDRPC-UHFFFAOYSA-N,0,,,0,0,,,
1976,buphenine,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,PTGXAUBQBSGPKF-UHFFFAOYSA-N,0,,,0,3,ADRA1A;ADRA1B;ADRA1D,,
1977,nystatin,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,VQOXZBDYSJBXMA-NQTDYLQESA-N,1,FDA,1964-07-08,0,0,,,
1978,octodrine,CC(C)CCCC(C)N,QNIVIMYXGGFTAK-UHFFFAOYSA-N,0,,,0,0,,,
1979,octotiamine,COC(=O)CCCCC(CCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)SC(C)=O,VJTXQHYNRDGLON-UHFFFAOYSA-N,0,,,0,0,,,
1980,octreotide,C[C@@H](O)[C@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,DEQANNDTNATYII-WKXAURAUSA-N,1,FDA;PMDA,1988-10-21,1,6,OPRM1;SSTR1;SSTR2;SSTR3;SSTR4;SSTR5,SSTR1;SSTR2;SSTR3;SSTR4;SSTR5,
1981,ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,1,FDA,1990-12-28,1,4,CHRM1;GABRA2;HRH3;SLC6A4,,
1982,olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,KVWDHTXUZHCGIO-UHFFFAOYSA-N,1,FDA,1996-09-30,1,37,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;AOX1;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD3;DRD4;DRD5;GFER;H1F0;HRH1;HRH2;HTR1A;HTR1B;HTR1D;HTR1E;HTR1F;HTR2A;HTR2B;HTR2C;HTR3A;HTR5A;HTR6;HTR7;KCNH2;SLC6A4,DRD2;HTR2A,
1983,oleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,RZPAKFUAFGMUPI-QESOVKLGSA-N,0,,,0,0,,,
1985,olmesartan medoxomil,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,UQGKUQLKSCSZGY-UHFFFAOYSA-N,1,FDA,2002-04-25,1,1,AGTR1,AGTR1,
1986,olopatadine,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,JBIMVDZLSHOPLA-LSCVHKIXSA-N,1,FDA,1996-12-18,1,1,HRH1,HRH1,
1987,olprinone,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,JPAWFIIYTJQOKW-UHFFFAOYSA-N,1,PMDA,1996-04-01,0,2,PDE3A;PDE3B,PDE3A;PDE3B,
1988,olsalazine,O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,QQBDLJCYGRGAKP-UHFFFAOYSA-N,1,FDA,1990-07-31,1,4,ALOX5;PPARG;PTGS1;PTGS2,ALOX5;PPARG;PTGS1;PTGS2,
1989,omapatrilat,O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,LVRLSYPNFFBYCZ-VGWMRTNUSA-N,0,,,0,3,ACE;APP;MME,,
1990,omeprazole,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,SUBDBMMJDZJVOS-UHFFFAOYSA-N,1,FDA,1989-09-14,1,11,ABCB1;ATP4A;ATP4B;CYP1A2;CYP2C19;CYP2C9;CYP3A4;DDAH1;ENGASE;FASN;GSTO1,ATP4A;ATP4B,
1991,omoconazole,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,JMFOSJNGKJCTMJ-ZHZULCJRSA-N,0,,,0,0,,,
1992,ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,FELGMEQIXOGIFQ-UHFFFAOYSA-N,1,FDA,1991-01-04,1,12,AOX1;CHRNA4;CHRNB2;HTR2B;HTR3A;HTR3B;KCNH2;SLC22A1;SLC22A2;SLC22A3;SLC47A1;SLC47A2,HTR3A,
1993,opipramol,OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,YNZFUWZUGRBMHL-UHFFFAOYSA-N,0,,,0,2,EBP;SIGMAR1,,
1994,orazamide,NC(=O)c1nc[nH]c1N,DVNYTAVYBRSTGK-UHFFFAOYSA-N,0,,,0,0,,,
1996,orlistat,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,AHLBNYSZXLDEJQ-FWEHEUNISA-N,1,FDA,1999-04-23,1,13,ABHD12;ABHD16A;ABHD6;CNR1;DAGLA;DAGLB;FASN;LIPC;LIPF;LIPG;LPL;PLA2G7;PNLIP,LIPF;PNLIP,
1997,ornidazole,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,IPWKIXLWTCNBKN-UHFFFAOYSA-N,0,,,1,0,,,
1998,ornoprostil,CCCC[C@H](C)C[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(=O)OC,BBRBUTFBTUFFBU-LHACABTQSA-N,0,,,0,0,,,
1999,orphenadrine,Cc1ccccc1C(OCCN(C)C)c1ccccc1,QVYRGXJJSLMXQH-UHFFFAOYSA-N,1,FDA,1957-05-10,1,30,ADRA2A;ADRA2B;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2D6;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B;HRH1;HRH2;HTR2A;HTR2B;HTR2C;HTR6;KCNH2;SCN10A;SCN1A;SCN4A;SCN5A;SCN9A;SLC22A1;SLC6A2;SLC6A4,HRH1;SCN10A;SCN1A;SCN4A;SCN5A;SCN9A,
2000,osalmid,O=C(Nc1ccc(O)cc1)c1ccccc1O,LGCMKPRGGJRYGM-UHFFFAOYSA-N,0,,,0,0,,,
2001,oseltamivir,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,VSZGPKBBMSAYNT-RRFJBIMHSA-N,1,FDA,1999-10-27,1,0,,,
2002,oteracil,O=C(O)c1nc(=O)[nH]c(=O)[nH]1,RYYCJUAHISIHTL-UHFFFAOYSA-N,1,EMA,2011-03-14,0,1,UMPS,UMPS,
2003,otilonium bromide,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1,NQHNLNLJPDMBFN-UHFFFAOYSA-O,0,,,0,0,,,charged_parent
2004,ouabain,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,LPMXVESGRSUGHW-HBYQJFLCSA-N,1,YEAR INTRODUCED,1865-01-01,0,3,ATP1A1;KCNH2;STAT3,,
2005,oxaceprol,CC(=O)N1C[C@H](O)C[C@H]1C(=O)O,BAPRUDZDYCKSOQ-RITPCOANSA-N,0,,,0,0,,,
2006,oxacillin,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,UWYHMGVUTGAWSP-JKIFEVAISA-N,1,FDA,1971-04-08,1,3,PDE11A;PTGS1;PTGS2,,
2007,oxaflozane,CC(C)N1CCOC(c2cccc(C(F)(F)F)c2)C1,FVYUQFQCEOZYHZ-UHFFFAOYSA-N,0,,,0,0,,,
2008,oxametacin,COc1ccc2c(c1)c(CC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,AJRNYCDWNITGHF-UHFFFAOYSA-N,0,,,0,1,PTGS1,,
2009,oxamniquine,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,XCGYUJZMCCFSRP-UHFFFAOYSA-N,1,FDA,1980-07-23,1,0,,,
2010,oxanamide,CCCC1OC1(CC)C(N)=O,WBLPIVIXQOFTPQ-UHFFFAOYSA-N,0,,,0,0,,,
2011,oxandrolone,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,QSLJIVKCVHQPLV-PEMPUTJUSA-N,1,FDA,1964-07-21,1,1,AR,AR,
2013,oxaprozin,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OFPXSFXSNFPTHF-UHFFFAOYSA-N,1,FDA,1992-10-29,1,6,C5;EPHX2;FPR1;PTGS1;PTGS2;SHMT2,PTGS1;PTGS2,
2014,oxatomide,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,BAINIUMDFURPJM-UHFFFAOYSA-N,1,YEAR INTRODUCED,1981-01-01,0,5,CHRM1;DRD3;HRH1;HTR2A;HTR2B,HRH1,
2015,oxazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,ADIMAYPTOBDMTL-UHFFFAOYSA-N,1,FDA,1965-06-04,1,3,GABRA1;GABRB3;GABRG2,GABRA1;GABRB3;GABRG2,
2016,oxazolam,CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1,VCCZBYPHZRWKFY-UHFFFAOYSA-N,0,,,0,0,,,
2017,oxcarbazepine,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CTRLABGOLIVAIY-UHFFFAOYSA-N,1,FDA,2000-01-14,1,1,SCN5A,SCN5A,
2018,oxeladin,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,IQADUMSPOQKAAO-UHFFFAOYSA-N,0,,,1,0,,,
2019,oxetorone,CN(C)CCC=C1c2ccccc2OCc2c1oc1ccccc21,VZVRZTZPHOHSCK-UHFFFAOYSA-N,0,,,0,0,,,
2021,oxiracetam,NC(=O)CN1CC(O)CC1=O,IHLAQQPQKRMGSS-UHFFFAOYSA-N,0,,,0,0,,,
2022,oxitropium,CC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,NVOYVOBDTVTBDX-PMEUIYRNSA-N,0,,,0,0,,,charged_parent
2023,oxolamine,CCN(CC)CCc1nc(-c2ccccc2)no1,IDCHQQSVJAAUQQ-UHFFFAOYSA-N,0,,,0,0,,,
2024,oxolinic acid,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,KYGZCKSPAKDVKC-UHFFFAOYSA-N,0,,,0,0,,,
2025,oxomemazine,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,QTQPVLDZQVPLGV-UHFFFAOYSA-N,0,,,0,0,,,
2026,oxyphencyclimine,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,DUDKAZCAISNGQN-UHFFFAOYSA-N,1,FDA,,1,2,CHRM1;CHRM3,CHRM1;CHRM3,
2027,oxprenolol,C=CCOc1ccccc1OCC(O)CNC(C)C,CEMAWMOMDPGJMB-UHFFFAOYSA-N,1,FDA,,1,3,ADRB1;ADRB2;SLC22A1,ADRB1;ADRB2,
2028,oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,XIQVNETUBQGFHX-UHFFFAOYSA-N,1,FDA,1975-07-16,1,11,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2C19;DRD3;HTR2B;SIGMAR1;SLC6A2;SLC6A3,CHRM1;CHRM3,
2029,oxycodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,BRUQQQPBMZOVGD-XFKAJCMBSA-N,1,FDA,1950-04-12,1,3,OPRD1;OPRK1;OPRM1,OPRM1,
2030,oxyfedrine,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1,GDYUVHBMFVMBAF-LIRRHRJNSA-N,0,,,0,0,,,
2031,oxymesterone,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,RXXBBHGCAXVBES-XMUHMHRVSA-N,0,,,0,0,,,
2032,oxymetazoline,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,WYWIFABBXFUGLM-UHFFFAOYSA-N,1,FDA,1986-05-30,1,18,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM4;CHRM5;CYP2D6;HTR1A;HTR1B;HTR1D;HTR1E;HTR2A;HTR2B;HTR2C;HTR6;NISCH,ADRA1A;ADRA2B,
2033,oxymetholone,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,ICMWWNHDUZJFDW-DHODBPELSA-N,1,FDA,1972-01-18,1,2,AR;ESR1,AR,
2034,oxymorphone,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,UQCNKQCJZOAFTQ-ISWURRPUSA-N,1,FDA,1959-04-02,1,3,OPRD1;OPRK1;OPRM1,OPRD1;OPRK1;OPRM1,
2035,oxypertine,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,XCWPUUGSGHNIDZ-UHFFFAOYSA-N,0,,,1,0,,,
2036,oxyphenbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,HFHZKZSRXITVMK-UHFFFAOYSA-N,1,FDA,1960-12-21,1,5,FPR1;NAPRT;PTGIS;PTGS1;PTGS2,PTGS1;PTGS2,
