struct_id,name,smiles,inchikey,approved,approval_agencies,first_approval,chembl_max_phase4,n_targets,targets,moa_targets,flags
4,levobupivacaine,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,LEBVLXFERQHONN-INIZCTEOSA-N,1,FDA,1999-08-05,1,8,CYP2D6;HTR3A;KCNA5;KCND3;KCNH2;PTGER1;SCN1A;SCN4A,SCN4A,
5,(S)-nicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,ZBBHBTPTTSWHBA-DEOSSOPVSA-N,0,,,1,2,CACNA1C;CACNA1D,CACNA1C;CACNA1D,
6,(S)-nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc([N+](=O)[O-])c1,PVHUJELLJLJGLN-INIZCTEOSA-N,0,,,0,4,CACNA1C;CACNA1D;CACNA1F;KCNN4,CACNA1C;CACNA1D,
13,levdobutamine,C[C@@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,JRWZLRBJNMZMFE-ZDUSSCGKSA-N,0,,,1,1,ADRB1,ADRB1,
21,aminopterin,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,TVZGACDUOSZQKY-LBPRGKRZSA-N,0,,,0,1,DHFR,DHFR,
22,aminomethylbenzoic acid,NCc1ccc(C(=O)O)cc1,QCTBMLYLENLHLA-UHFFFAOYSA-N,0,,,0,0,,,
24,phenylbutanoic acid,O=C(O)CCCc1ccccc1,OBKXEAXTFZPCHS-UHFFFAOYSA-N,1,FDA,1996-04-30,1,4,AKR1B1;HDAC1;HDAC2;HDAC8,,
25,azacitidine,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,NMUSYJAQQFHJEW-KVTDHHQDSA-N,1,EMA;FDA,2004-05-19,1,2,DNMT1;DNMT3A,DNMT1;DNMT3A,
26,fluorouracil,O=c1[nH]cc(F)c(=O)[nH]1,GHASVSINZRGABV-UHFFFAOYSA-N,1,FDA,1962-04-25,1,3,ABCC11;ABCC5;TYMS,TYMS,
27,azaribine,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,QQOBRRFOVWGIMD-OJAKKHQRSA-N,0,,,1,0,,,
30,methoxsalen,COc1c2occc2cc2ccc(=O)oc12,QXKHYNVANLEOEG-UHFFFAOYSA-N,1,FDA,1954-12-03,1,3,ACHE;CYP1A2;MAOA,,
33,artisone acetate,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,MDJRZSNPHZEMJH-MTMZYOSNSA-N,0,,,0,0,,,
34,abacavir,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,MCGSCOLBFJQGHM-SCZZXKLOSA-N,1,EMA;FDA,1998-12-17,1,0,,,
35,abarelix,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,AIWRTTMUVOZGPW-HSPKUQOVSA-N,1,FDA,2003-11-25,1,1,GNRHR,GNRHR,
37,acadesine,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,RTRQQBHATOEIAF-UUOKFMHZSA-N,0,,,0,0,,,
38,acamprosate,CC(=O)NCCCS(=O)(=O)O,AFCGFAGUEYAMAO-UHFFFAOYSA-N,1,FDA,2004-07-29,1,10,GABRA1;GABRB3;GABRG2;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B,GABRA1;GABRB3;GABRG2;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B,
39,acarbose,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,XUFXOAAUWZOOIT-UGEKTDRHSA-N,1,FDA,1995-09-06,1,5,AMY1A;AMY2A;GAA;MGAM;SI,AMY2A;MGAM,
40,acebutolol,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,GOEMGAFJFRBGGG-UHFFFAOYSA-N,1,FDA,1984-12-28,1,2,ADRB1;ADRB2,ADRB1,
42,acecarbromal,CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,SAZUGELZHZOXHB-UHFFFAOYSA-N,0,,,0,0,,,
43,aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,MNIPYSSQXLZQLJ-UHFFFAOYSA-N,1,FDA,,0,3,MAPK1;PTGS2;TTR,PTGS2,
44,acediasulfone,Nc1ccc(S(=O)(=O)c2ccc(NCC(=O)O)cc2)cc1,FKKUMFTYSTZUJG-UHFFFAOYSA-N,0,,,0,0,,,
45,aceglatone,CC(=O)O[C@@H]1C(=O)O[C@H]2[C@@H]1OC(=O)[C@@H]2OC(C)=O,ZOZKYEHVNDEUCO-DKXJUACHSA-N,0,,,0,0,,,
46,aceglutamide,CC(=O)N[C@@H](CCC(N)=O)C(=O)O,KSMRODHGGIIXDV-YFKPBYRVSA-N,0,,,0,0,,,
47,acemetacin,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,FSQKKOOTNAMONP-UHFFFAOYSA-N,0,,,1,3,GLO1;PTGS1;PTGS2,PTGS1;PTGS2,
48,acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,VABCILAOYCMVPS-UHFFFAOYSA-N,0,,,1,1,VKORC1,VKORC1,
49,acefylline,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,HCYFGRCYSCXKNQ-UHFFFAOYSA-N,0,,,1,1,ADORA2B,,
50,aceprometazine,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,XLOQNFNTQIRSOX-UHFFFAOYSA-N,0,,,0,1,HRH1,HRH1,
51,acetamidoeugenol,C=CCc1ccc(OCC(=O)N(CC)CC)c(OC)c1,AXNKGLDCLYLVLQ-UHFFFAOYSA-N,0,,,0,0,,,
52,paracetamol,CC(=O)Nc1ccc(O)cc1,RZVAJINKPMORJF-UHFFFAOYSA-N,1,FDA,1968-11-07,1,14,ALOX5AP;CA1;CA12;CA14;CA2;CA3;CA4;CA7;CA9;CNR1;MB;NR1I3;PTGS2;TRPV1,CNR1;PTGS2;TRPV1,
53,acetaminosalol,CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,TWIIVLKQFJBFPW-UHFFFAOYSA-N,0,,,0,0,,,
54,acetanilide,CC(=O)Nc1ccccc1,FZERHIULMFGESH-UHFFFAOYSA-N,0,,,1,1,NAPRT,,
55,acetarsol,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,ODFJOVXVLFUVNQ-UHFFFAOYSA-N,0,,,1,0,,,
56,acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,BZKPWHYZMXOIDC-UHFFFAOYSA-N,1,FDA,1953-07-27,1,14,AQP1;CA1;CA11;CA12;CA13;CA14;CA2;CA3;CA4;CA5A;CA5B;CA6;CA7;CA9,CA1;CA12;CA2;CA4,
57,acetohexamide,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,VGZSUPCWNCWDAN-UHFFFAOYSA-N,1,FDA,1964-12-23,1,2,ABCC8;KCNJ11,ABCC8;KCNJ11,
58,acetohydroxamic acid,CC(=O)NO,RRUDCFGSUDOHDG-UHFFFAOYSA-N,1,FDA,1983-05-31,1,1,CA2,,
59,acetophenazine,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,WNTYBHLDCKXEOT-UHFFFAOYSA-N,1,FDA,1961-04-05,1,1,DRD2,DRD2,
60,racecadotril,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,ODUOJXZPIYUATO-UHFFFAOYSA-N,1,YEAR INTRODUCED,1993-01-01,1,3,ACE;ECE1;MME,MME,
61,sulfadiasulfone,CC(=O)NS(=O)(=O)c1cc(N)ccc1S(=O)(=O)c1ccc(N)cc1,RAMPGXSXWLFXFU-UHFFFAOYSA-N,0,,,0,0,,,
62,acetoxolone,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,FTQDJVZNPJRVPG-XWEVEMRCSA-N,0,,,0,6,CES1;CES2;HSD11B1;HSD11B2;HSD17B1;HSD17B2,,
63,acetrizoic acid,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,GNOGSFBXBWBTIG-UHFFFAOYSA-N,1,FDA,,1,0,,,
64,acetylcarnitine,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,RDHQFKQIGNGIED-MRVPVSSYSA-N,0,,,0,0,,,
65,acetylcholine,CC(=O)OCC[N+](C)(C)C,OIPILFWXSMYKGL-UHFFFAOYSA-N,1,FDA,1973-10-09,1,8,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CHRNA4;CHRNA7;CHRNB2,CHRM3,charged_parent
66,acetylcysteine,CC(=O)N[C@@H](CS)C(=O)O,PWKSKIMOESPYIA-BYPYZUCNSA-N,1,FDA,1963-09-14,1,5,CYCS;GSS;SLC7A11;SOD2;VEGFA,,
67,acetyldigitoxin,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,HPMZBILYSWLILX-UMDUKNJSSA-N,1,FDA,1975-04-24,1,8,ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2,ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2,
68,acetyldigoxin,CC(=O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,NREAGDHHMSOWKZ-DXJNJSHLSA-N,0,,,0,0,,,
69,acetyldihydrocodeine,COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,LGGDXXJAGWBUSL-BKRJIHRRSA-N,0,,,0,0,,,
70,furalazine,Nc1ncc(/C=C/c2ccc([N+](=O)[O-])o2)nn1,RWOLIGKRDWLZSV-OWOJBTEDSA-N,0,,,0,0,,,
71,acetylleucine,CC(=O)NC(CC(C)C)C(=O)O,WXNXCEHXYPACJF-UHFFFAOYSA-N,0,,,1,0,,,
72,acetylpheneturide,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,GBPZSCQLDXUGNO-UHFFFAOYSA-N,0,,,0,0,,,
73,acepromazine,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,NOSIYYJFMPDDSA-UHFFFAOYSA-N,0,,,0,3,DRD1;DRD2;PRNP,DRD1;DRD2,
74,acetylsalicylic acid,CC(=O)Oc1ccccc1C(=O)O,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,1,FDA;YEAR INTRODUCED,1898-01-01,1,5,ASIC3;GGT1;NAPRT;PTGS1;PTGS2,PTGS1;PTGS2,
76,acipimox,Cc1cnc(C(=O)O)c[n+]1[O-],DJQOOSBJCLSSEY-UHFFFAOYSA-N,0,,,1,1,HCAR2,HCAR2,
77,acitazanolast,O=C(O)C(=O)Nc1cccc(-c2nnn[nH]2)c1,VWQZJJZGISNFOE-UHFFFAOYSA-N,0,,,0,0,,,
78,acitretin,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,IHUNBGSDBOWDMA-AQFIFDHZSA-N,1,FDA,1996-10-28,1,3,ABCB11;RARA;RARG,RARA;RARG,
80,aclarubicin,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,USZYSDMBJDPRIF-SVEJIMAYSA-N,0,,,0,5,HTR2B;MMP2;TOP1;TOP2A;TOP2B,TOP1;TOP2A;TOP2B,
81,aclatonium,CC(=O)OC(C)C(=O)OCC[N+](C)(C)C,SRZGFCNCQUMTCP-UHFFFAOYSA-N,0,,,0,5,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,charged_parent
82,acrivastine,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,PWACSDKDOHSSQD-IUTFFREVSA-N,1,FDA,1994-03-25,1,2,ABCB1;HRH1,HRH1,
83,rosoxacin,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,XBPZXDSZHPDXQU-UHFFFAOYSA-N,0,,,0,0,,,
84,actarit,CC(=O)Nc1ccc(CC(=O)O)cc1,MROJXXOCABQVEF-UHFFFAOYSA-N,0,,,0,0,,,
85,acyclovir,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,MKUXAQIIEYXACX-UHFFFAOYSA-N,1,FDA,1982-03-29,1,1,PNP,,
86,adamexine,CC(=O)Nc1c(Br)cc(Br)cc1CN(C)C12CC3CC(CC(C3)C1)C2,HJJAXSOTUNRQSF-UHFFFAOYSA-N,0,,,0,0,,,
87,adapalene,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,LZCDAPDGXCYOEH-UHFFFAOYSA-N,1,FDA,1996-05-31,1,4,GLRA1;RARA;RARB;RARG,RARB;RARG,
88,adefovir dipivoxil,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,WOZSCQDILHKSGG-UHFFFAOYSA-N,1,EMA;FDA,2002-09-20,1,1,POLG,,
89,adenine,Nc1ncnc2nc[nH]c12,GFFGJBXGBJISGV-UHFFFAOYSA-N,1,FDA,2021-04-08,0,5,PI4K2A;PI4K2B;PI4KA;PI4KB;XDH,,
90,adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,OIRDTQYFTABQOQ-KQYNXXCUSA-N,1,FDA,1989-10-30,1,12,ADA;ADK;ADORA1;ADORA2A;ADORA2B;ADORA3;AHCY;DOT1L;GAPDH;MAP3K7;PI4K2A;PI4K2B,ADORA1;ADORA2A;ADORA2B,
91,adenosine triphosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,0,,,0,16,GPR17;HSPA1A;HSPA8;JAK2;MAP3K7;MAPKAPK2;P2RX1;P2RX3;P2RX4;P2RY1;P2RY11;P2RY13;P2RY2;P2RY4;TRAP1;TRPM4,,
92,adenosine phosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,UDMBCSSLTHHNCD-KQYNXXCUSA-N,0,,,1,6,DNPH1;FBP1;LDHA;SRC;TRPM2;TRPM4,,
93,adinazolam,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,GJSLOMWRLALDCT-UHFFFAOYSA-N,0,,,0,14,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRG1;GABRG2;GABRG3;TSPO,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRG1;GABRG2;GABRG3,
94,adiphenine,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,JGOAIQNSOGZNBX-UHFFFAOYSA-N,0,,,0,0,,,
95,adrafinil,O=C(CS(=O)C(c1ccccc1)c1ccccc1)NO,CGNMLOKEMNBUAI-UHFFFAOYSA-N,0,,,0,0,,,
96,adrenalone,CNCC(=O)c1ccc(O)c(O)c1,PZMVOUYYNKPMSI-UHFFFAOYSA-N,0,,,0,0,,,
98,afloqualone,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,VDOSWXIDETXFET-UHFFFAOYSA-N,0,,,0,0,,,
99,agomelatine,COc1ccc2cccc(CCNC(C)=O)c2c1,YJYPHIXNFHFHND-UHFFFAOYSA-N,1,EMA,2009-02-19,1,5,HTR2A;HTR2B;HTR2C;MTNR1A;MTNR1B,HTR2C;MTNR1A;MTNR1B,
100,ajmaline,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O,CJDRUOGAGYHKKD-RQBLFBSQSA-N,0,,,0,4,CYP2D6;KCNA5;KCND3;SCN5A,KCNA5;KCND3;SCN5A,
101,alacepril,CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,FHHHOYXPRDYHEZ-COXVUDFISA-N,1,FDA,1981-04-06,0,1,ACE,ACE,
102,alatrofloxacin,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,UUZPPAMZDFLUHD-VUJLHGSVSA-N,1,FDA,1997-12-18,1,0,,,
103,albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,HXHWSAZORRCQMX-UHFFFAOYSA-N,1,FDA,1996-06-11,1,0,,,
104,albendazole sulfoxide,CCCS(=O)c1ccc2nc(NC(=O)OC)[nH]c2c1,VXTGHWHFYNYFFV-UHFFFAOYSA-N,1,EMA,1999-02-01,0,0,,,
105,salbutamol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-UHFFFAOYSA-N,1,FDA,1981-05-01,1,2,ADRB1;ADRB2,ADRB2,
106,albutoin,C=CCN1C(=O)C(CC(C)C)NC1=S,RATGSRSDPNECNO-UHFFFAOYSA-N,0,,,0,0,,,
107,alclofenac,C=CCOc1ccc(CC(=O)O)cc1Cl,ARHWPKZXBHOEEE-UHFFFAOYSA-N,1,YEAR INTRODUCED,1969-01-01,1,2,PTGS1;PTGS2,PTGS2,
109,alcuronium,C=CC[N@@+]12CC[C@@]34c5ccccc5N5C=C6[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(C=C([C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,MUQUYTSLDVKIOF-BBMNSBIFSA-N,1,YEAR INTRODUCED,1963-01-01,0,11,CHRM1;CHRM2;CHRM3;CHRM4;CHRNA1;CHRNA2;CHRNA4;CHRNA7;CHRNB1;CHRNB4;CHRND,,charged_parent
111,aldosterone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,PQSUYGKTWSAVDQ-ZVIOFETBSA-N,0,,,0,3,NR3C2;SERPINA6;SHBG,,
112,alendronic acid,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,OGSPWJRAVKPPFI-UHFFFAOYSA-N,1,FDA,1995-09-29,1,2,FDPS;FNTB,FDPS,
113,alexidine,CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC,LFVVNPBBFUSSHL-UHFFFAOYSA-N,0,,,0,2,PTPMT1;TLR9,,
114,alfentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,IDBPHNDTYPBSNI-UHFFFAOYSA-N,1,FDA,1986-12-29,1,2,ABCB1;OPRM1,OPRM1,
115,alfuzosin,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,WNMJYKCGWZFFKR-UHFFFAOYSA-N,1,FDA,2003-06-12,1,5,ACHE;ADRA1A;ADRA1B;ADRA1D;SLC22A1,ADRA1A;ADRA1B;ADRA1D,
117,alibendol,C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,UMJHTFHIQDEGKB-UHFFFAOYSA-N,0,,,0,0,,,
119,aliskiren,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,UXOWGYHJODZGMF-QORCZRPOSA-N,1,FDA,2007-03-05,1,3,ABCB1;CYP3A4;REN,REN,
120,alizapride,C=CCN1CCCC1CNC(=O)c1cc2nn[nH]c2cc1OC,KSEYRUGYKHXGFW-UHFFFAOYSA-N,1,YEAR INTRODUCED,1981-01-01,0,2,ADRA2C;DRD2,DRD2,
121,alkofanone,Nc1ccc(S(=O)(=O)C(CC(=O)c2ccccc2)c2ccccc2)cc1,VWEMSUCCUQSLME-UHFFFAOYSA-N,0,,,0,0,,,
122,allobarbital,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,FDQGNLOWMMVRQL-UHFFFAOYSA-N,0,,,0,0,,,
123,alloclamide,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,UHWFVIPXDFZTFA-UHFFFAOYSA-N,0,,,0,0,,,
124,allopurinol,Oc1ncnc2[nH]ncc12,OFCNXPDARWKPPY-UHFFFAOYSA-N,1,FDA,1966-08-19,1,2,HPRT1;XDH,XDH,
125,allylestrenol,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,ATXHVCQZZJYMCF-XUDSTZEESA-N,0,,,0,0,,,
126,alminoprofen,C=C(C)CNc1ccc(C(C)C(=O)O)cc1,FPHLBGOJWPEVME-UHFFFAOYSA-N,0,,,0,0,,,
127,almitrine,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,OBDOVFRMEYHSQB-UHFFFAOYSA-N,0,,,1,0,,,
128,almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,1,FDA,2001-05-07,1,3,HTR1B;HTR1D;HTR1F,HTR1B;HTR1D,
129,alosetron,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O,JSWZEAMFRNKZNL-UHFFFAOYSA-N,1,FDA,2000-02-09,1,4,CYP1A2;HTR2B;HTR3A;KCNH2,HTR3A,
130,alfacalcidol,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,OFHCOWSQAMBJIW-AVJTYSNKSA-N,1,YEAR INTRODUCED,1978-01-01,1,2,SLC6A2;VDR,VDR,
132,alphaprodine,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1C,UVAZQQHAVMNMHE-XJKSGUPXSA-N,0,,,0,0,,,
133,alfaxalone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,DUHUCHOQIDJXAT-OLVMNOGESA-N,1,YEAR INTRODUCED,1972-01-01,0,5,GABRA1;GABRA2;GABRB2;GABRG2;SLC6A1,,
134,alpidem,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,JRTIDHTUMYMPRU-UHFFFAOYSA-N,1,YEAR INTRODUCED,1991-01-01,1,3,ABCB11;GABRA1;TSPO,GABRA1,
135,alpiropride,C=CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,QRQMZZNDJGHPHZ-UHFFFAOYSA-N,0,,,0,0,,,
136,alprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,VREFGVBLTWBCJP-UHFFFAOYSA-N,1,FDA,1981-10-16,1,10,BRD4;CYP3A4;GABRA1;GABRA2;GABRA3;GABRA5;GABRB2;GABRB3;GABRG2;PTAFR,GABRA1;GABRA2;GABRA3;GABRA5;GABRB2;GABRB3;GABRG2,
137,alprenolol,C=CCc1ccccc1OCC(O)CNC(C)C,PAZJSJFMUHDSTF-UHFFFAOYSA-N,1,YEAR INTRODUCED,1966-01-01,0,5,ADRB1;ADRB2;ADRB3;HTR1A;HTR2A,ADRB1;ADRB2,
138,alprostadil,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,GMVPRGQOIOIIMI-DWKJAMRDSA-N,1,FDA,1981-10-16,1,10,CATSPER1;CATSPER2;CATSPER3;CATSPER4;PTGDR;PTGER1;PTGER2;PTGER3;PTGER4;PTGIR,PTGER1;PTGER2,
139,alsactide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)NCCCCN)C(C)C,DIDCGVRALANKIU-OTEFFYEFSA-N,0,,,0,0,,,
140,altizide,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,VGLGVJVUHYTIIU-UHFFFAOYSA-N,0,,,0,0,,,
141,altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,1,FDA,1990-12-26,1,1,CYP1A2,,
142,alverine,CCN(CCCc1ccccc1)CCCc1ccccc1,ZPFXAOWNKLFJDN-UHFFFAOYSA-N,0,,,0,0,,,
143,alvimopan,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,UPNUIXSCZBYVBB-JVFUWBCBSA-N,1,FDA,2008-05-20,1,3,OPRD1;OPRK1;OPRM1,OPRM1,
