struct_id,name,inchikey,gene_symbol,uniprot,organism,evidence,activity_type,activity_value,activity_units,pchembl,passes_threshold,n_activities,assay_types,molecule_chembl_id,target_chembl_id,match_method,source_url
100,ajmaline,CJDRUOGAGYHKKD-RQBLFBSQSA-N,CYP2D6,P10635,Homo sapiens,chembl_pchembl,IC50,1000.0,nM,6.00,1,1,B,CHEMBL5314404,CHEMBL289,name_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL5314404&target_chembl_id=CHEMBL289&pchembl_value__isnull=false
100,ajmaline,CJDRUOGAGYHKKD-RQBLFBSQSA-N,KCNH2,Q12809,Homo sapiens,chembl_pchembl,IC50,1040.0,nM,5.98,0,1,F,CHEMBL5314404,CHEMBL240,name_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL5314404&target_chembl_id=CHEMBL240&pchembl_value__isnull=false
1001,emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,ABCB1,P08183,Homo sapiens,chembl_pchembl,IC50,2400.0,nM,5.62,0,3,F,CHEMBL50588,CHEMBL4302,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL50588&target_chembl_id=CHEMBL4302&pchembl_value__isnull=false
1001,emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,ADRA2A,P08913,Homo sapiens,chembl_pchembl,Ki,14.0,nM,7.85,1,2,B,CHEMBL50588,CHEMBL1867,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL50588&target_chembl_id=CHEMBL1867&pchembl_value__isnull=false
1001,emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,ADRA2C,P18825,Homo sapiens,chembl_pchembl,Ki,26.0,nM,7.58,1,2,B,CHEMBL50588,CHEMBL1916,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL50588&target_chembl_id=CHEMBL1916&pchembl_value__isnull=false
1001,emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,GPR35,Q9HC97,Homo sapiens,chembl_pchembl,IC50,352.52,nM,6.45,1,1,F,CHEMBL50588,CHEMBL1293267,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL50588&target_chembl_id=CHEMBL1293267&pchembl_value__isnull=false
1001,emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,RBBP9,O75884,Homo sapiens,chembl_pchembl,IC50,7800.0,nM,5.11,0,1,B,CHEMBL50588,CHEMBL1075121,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL50588&target_chembl_id=CHEMBL1075121&pchembl_value__isnull=false
1001,emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,SLC2A1,P11166,Homo sapiens,chembl_pchembl,IC50,108.0,nM,6.97,1,1,F,CHEMBL50588,CHEMBL2535,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL50588&target_chembl_id=CHEMBL2535&pchembl_value__isnull=false
1001,emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,LmGT2,O61059,Leishmania mexicana,chembl_pchembl_nonhuman,IC50,81.0,nM,7.09,1,1,F,CHEMBL50588,CHEMBL3431938,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL50588&target_chembl_id=CHEMBL3431938&pchembl_value__isnull=false
1001,emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,ht1,O97467,Plasmodium falciparum,chembl_pchembl_nonhuman,IC50,90.0,nM,7.05,1,1,F,CHEMBL50588,CHEMBL4697,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL50588&target_chembl_id=CHEMBL4697&pchembl_value__isnull=false
1001,emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,Adra1a,P43140,Rattus norvegicus,chembl_pchembl_nonhuman,Ki,2642.0,nM,5.58,0,2,B,CHEMBL50588,CHEMBL319,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL50588&target_chembl_id=CHEMBL319&pchembl_value__isnull=false
1001,emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,Adra1b,P15823,Rattus norvegicus,chembl_pchembl_nonhuman,Ki,1071.0,nM,5.97,0,2,B,CHEMBL50588,CHEMBL315,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL50588&target_chembl_id=CHEMBL315&pchembl_value__isnull=false
1001,emetine,AUVVAXYIELKVAI-CKBKHPSWSA-N,A0A143MHK7,A0A143MHK7,Zika virus,chembl_pchembl_nonhuman,EC50,8.74,nM,8.06,1,2,B,CHEMBL50588,CHEMBL4523952,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL50588&target_chembl_id=CHEMBL4523952&pchembl_value__isnull=false
1005,enalapril,GBXSMTUPTTWBMN-XIRDDKMYSA-N,ACE,P12821,Homo sapiens,chembl_pchembl,IC50,4.5,nM,8.35,1,8,B,CHEMBL578,CHEMBL1808,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL578&target_chembl_id=CHEMBL1808&pchembl_value__isnull=false
1005,enalapril,GBXSMTUPTTWBMN-XIRDDKMYSA-N,ACE,P12822,Oryctolagus cuniculus,chembl_pchembl_nonhuman,IC50,2.0,nM,8.70,1,6,B,CHEMBL578,CHEMBL4074,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL578&target_chembl_id=CHEMBL4074&pchembl_value__isnull=false
1005,enalapril,GBXSMTUPTTWBMN-XIRDDKMYSA-N,Ace,P47820,Rattus norvegicus,chembl_pchembl_nonhuman,IC50,140.0,nM,6.85,1,1,B,CHEMBL578,CHEMBL2625,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL578&target_chembl_id=CHEMBL2625&pchembl_value__isnull=false
1006,enalaprilat,LZFZMUMEGBBDTC-QEJZJMRPSA-N,ACE,P12821,Homo sapiens,chembl_pchembl,IC50,1.2,nM,8.92,1,12,B,CHEMBL577,CHEMBL1808,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL577&target_chembl_id=CHEMBL1808&pchembl_value__isnull=false
1006,enalaprilat,LZFZMUMEGBBDTC-QEJZJMRPSA-N,Ace,P09470,Mus musculus,chembl_pchembl_nonhuman,IC50,11.5,nM,7.94,1,1,B,CHEMBL577,CHEMBL2994,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL577&target_chembl_id=CHEMBL2994&pchembl_value__isnull=false
1006,enalaprilat,LZFZMUMEGBBDTC-QEJZJMRPSA-N,ACE,P12822,Oryctolagus cuniculus,chembl_pchembl_nonhuman,IC50,1.2,nM,8.92,1,7,B,CHEMBL577,CHEMBL4074,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL577&target_chembl_id=CHEMBL4074&pchembl_value__isnull=false
1006,enalaprilat,LZFZMUMEGBBDTC-QEJZJMRPSA-N,Ace,P47820,Rattus norvegicus,chembl_pchembl_nonhuman,IC50,0.95,nM,9.02,1,4,B,CHEMBL577,CHEMBL2625,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL577&target_chembl_id=CHEMBL2625&pchembl_value__isnull=false
1006,enalaprilat,LZFZMUMEGBBDTC-QEJZJMRPSA-N,Ace2,Q5EGZ1,Rattus norvegicus,chembl_pchembl_nonhuman,Ki,0.5,nM,9.30,1,1,B,CHEMBL577,CHEMBL2311,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL577&target_chembl_id=CHEMBL2311&pchembl_value__isnull=false
1010,enfuvirtide,PEASPLKKXBYDKL-FXEVSJAOSA-N,ENV,Q76270,Human immunodeficiency virus 1,chembl_pchembl_nonhuman,EC50,10.1,nM,8.00,1,4,B,CHEMBL525076,CHEMBL3559676,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL525076&target_chembl_id=CHEMBL3559676&pchembl_value__isnull=false
1013,enoxacin,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,ATP6V1B2,P21281,Homo sapiens,chembl_pchembl,IC50,10000.0,nM,5.00,0,1,B,CHEMBL826,CHEMBL5641,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL826&target_chembl_id=CHEMBL5641&pchembl_value__isnull=false
1013,enoxacin,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,TARBP2,Q15633,Homo sapiens,chembl_pchembl,Kd,94.0,nM,7.03,1,1,B,CHEMBL826,CHEMBL2098,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL826&target_chembl_id=CHEMBL2098&pchembl_value__isnull=false
1015,enprofylline,SIQPXVQCUCHWDI-UHFFFAOYSA-N,ADORA2A,P29274,Homo sapiens,chembl_pchembl,Ki,4730.0,nM,5.33,0,2,F,CHEMBL279898,CHEMBL251,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL279898&target_chembl_id=CHEMBL251&pchembl_value__isnull=false
1015,enprofylline,SIQPXVQCUCHWDI-UHFFFAOYSA-N,ADORA2B,P29275,Homo sapiens,chembl_pchembl,Ki,4730.0,nM,5.33,0,5,B,CHEMBL279898,CHEMBL255,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL279898&target_chembl_id=CHEMBL255&pchembl_value__isnull=false
1018,entacapone,JRURYQJSLYLRLN-BJMVGYQFSA-N,COMT,P21964,Homo sapiens,chembl_pchembl,IC50,60.0,nM,7.22,1,2,B,CHEMBL953,CHEMBL2023,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL953&target_chembl_id=CHEMBL2023&pchembl_value__isnull=false
1018,entacapone,JRURYQJSLYLRLN-BJMVGYQFSA-N,FTO,Q9C0B1,Homo sapiens,chembl_pchembl,IC50,3000.0,nM,5.52,0,5,B,CHEMBL953,CHEMBL2331065,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL953&target_chembl_id=CHEMBL2331065&pchembl_value__isnull=false
1018,entacapone,JRURYQJSLYLRLN-BJMVGYQFSA-N,GPR35,Q9HC97,Homo sapiens,chembl_pchembl,EC50,5660.0,nM,5.25,0,1,B,CHEMBL953,CHEMBL1293267,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL953&target_chembl_id=CHEMBL1293267&pchembl_value__isnull=false
1018,entacapone,JRURYQJSLYLRLN-BJMVGYQFSA-N,Comt,P22734,Rattus norvegicus,chembl_pchembl_nonhuman,IC50,3.02,nM,8.52,1,6,B,CHEMBL953,CHEMBL2372,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL953&target_chembl_id=CHEMBL2372&pchembl_value__isnull=false
1021,epalrestat,CHNUOJQWGUIOLD-NFZZJPOKSA-N,AKR1B1,P16116,Bos taurus,chembl_pchembl_nonhuman,IC50,170.0,nM,6.77,1,3,B,CHEMBL56337,CHEMBL3081,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL56337&target_chembl_id=CHEMBL3081&pchembl_value__isnull=false
1021,epalrestat,CHNUOJQWGUIOLD-NFZZJPOKSA-N,AKR1A1,P14550,Homo sapiens,chembl_pchembl,IC50,325.0,nM,6.49,1,3,B,CHEMBL56337,CHEMBL2246,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL56337&target_chembl_id=CHEMBL2246&pchembl_value__isnull=false
1021,epalrestat,CHNUOJQWGUIOLD-NFZZJPOKSA-N,AKR1B1,P15121,Homo sapiens,chembl_pchembl,IC50,10.0,nM,8.00,1,13,B,CHEMBL56337,CHEMBL1900,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL56337&target_chembl_id=CHEMBL1900&pchembl_value__isnull=false
1021,epalrestat,CHNUOJQWGUIOLD-NFZZJPOKSA-N,AKR1B10,O60218,Homo sapiens,chembl_pchembl,IC50,35.2,nM,7.45,1,5,B,CHEMBL56337,CHEMBL5983,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL56337&target_chembl_id=CHEMBL5983&pchembl_value__isnull=false
1021,epalrestat,CHNUOJQWGUIOLD-NFZZJPOKSA-N,GSK3B,P49841,Homo sapiens,chembl_pchembl,IC50,21.0,nM,7.68,1,1,B,CHEMBL56337,CHEMBL262,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL56337&target_chembl_id=CHEMBL262&pchembl_value__isnull=false
1021,epalrestat,CHNUOJQWGUIOLD-NFZZJPOKSA-N,Akr1a1,P51635,Rattus norvegicus,chembl_pchembl_nonhuman,IC50,1500.0,nM,5.82,0,3,B,CHEMBL56337,CHEMBL3871,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL56337&target_chembl_id=CHEMBL3871&pchembl_value__isnull=false
1021,epalrestat,CHNUOJQWGUIOLD-NFZZJPOKSA-N,Akr1b1,P07943,Rattus norvegicus,chembl_pchembl_nonhuman,IC50,10.0,nM,8.00,1,34,B,CHEMBL56337,CHEMBL2622,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL56337&target_chembl_id=CHEMBL2622&pchembl_value__isnull=false
1021,epalrestat,CHNUOJQWGUIOLD-NFZZJPOKSA-N,AKR1A1,P50578,Sus scrofa,chembl_pchembl_nonhuman,IC50,1500.0,nM,5.82,0,1,B,CHEMBL56337,CHEMBL4049,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL56337&target_chembl_id=CHEMBL4049&pchembl_value__isnull=false
1022,eperisone,SQUNAWUMZGQQJD-UHFFFAOYSA-N,ADRA2B,P18089,Homo sapiens,chembl_pchembl,Ki,1385.0,nM,5.86,0,2,B,CHEMBL1902981,CHEMBL1942,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1902981&target_chembl_id=CHEMBL1942&pchembl_value__isnull=false
1022,eperisone,SQUNAWUMZGQQJD-UHFFFAOYSA-N,CHRM2,P08172,Homo sapiens,chembl_pchembl,Ki,831.0,nM,6.08,1,2,B,CHEMBL1902981,CHEMBL211,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1902981&target_chembl_id=CHEMBL211&pchembl_value__isnull=false
1022,eperisone,SQUNAWUMZGQQJD-UHFFFAOYSA-N,CYP2D6,P10635,Homo sapiens,chembl_pchembl,IC50,4903.4,nM,5.31,0,1,B,CHEMBL1902981,CHEMBL289,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1902981&target_chembl_id=CHEMBL289&pchembl_value__isnull=false
1022,eperisone,SQUNAWUMZGQQJD-UHFFFAOYSA-N,SIGMAR1,Q99720,Homo sapiens,chembl_pchembl,Ki,1.704,nM,8.77,1,2,B,CHEMBL1902981,CHEMBL287,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1902981&target_chembl_id=CHEMBL287&pchembl_value__isnull=false
1027,epinastine,WHWZLSFABNNENI-UHFFFAOYSA-N,HRH1,P31389,Cavia porcellus,chembl_pchembl_nonhuman,Ki,1.413,nM,8.85,1,2,B,CHEMBL1106,CHEMBL3943,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1106&target_chembl_id=CHEMBL3943&pchembl_value__isnull=false
1027,epinastine,WHWZLSFABNNENI-UHFFFAOYSA-N,SLC22A2,O15244,Homo sapiens,chembl_pchembl,IC50,4300.0,nM,5.37,0,1,B,CHEMBL1106,CHEMBL1743122,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1106&target_chembl_id=CHEMBL1743122&pchembl_value__isnull=false
1027,epinastine,WHWZLSFABNNENI-UHFFFAOYSA-N,SLC47A1,Q96FL8,Homo sapiens,chembl_pchembl,IC50,1100.0,nM,5.96,0,1,B,CHEMBL1106,CHEMBL1743126,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1106&target_chembl_id=CHEMBL1743126&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,ADRB2,P54833,Canis lupus familiaris,chembl_pchembl_nonhuman,Ki,660.0,nM,6.18,1,2,B,CHEMBL679,CHEMBL2289,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL2289&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,ADRB1,B0FL73,Cavia porcellus,chembl_pchembl_nonhuman,EC50,15.0,nM,7.82,1,4,BF,CHEMBL679,CHEMBL5471,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL5471&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,Adrb2,Q8K4Z4,Cavia porcellus,chembl_pchembl_nonhuman,EC50,15.0,nM,7.82,1,2,F,CHEMBL679,CHEMBL5414,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL5414&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,ADRA1A,P35348,Homo sapiens,chembl_pchembl,EC50,400.0,nM,6.40,1,2,BF,CHEMBL679,CHEMBL229,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL229&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,ADRA1B,P35368,Homo sapiens,chembl_pchembl,EC50,75.0,nM,7.12,1,1,F,CHEMBL679,CHEMBL232,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL232&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,ADRA1D,P25100,Homo sapiens,chembl_pchembl,Ki,221.0,nM,6.66,1,2,B,CHEMBL679,CHEMBL223,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL223&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,ADRA2A,P08913,Homo sapiens,chembl_pchembl,EC50,5.626,nM,8.25,1,3,BF,CHEMBL679,CHEMBL1867,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL1867&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,ADRA2B,P18089,Homo sapiens,chembl_pchembl,Ki,397.0,nM,6.40,1,3,B,CHEMBL679,CHEMBL1942,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL1942&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,ADRA2C,P18825,Homo sapiens,chembl_pchembl,Ki,356.0,nM,6.45,1,3,B,CHEMBL679,CHEMBL1916,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL1916&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,ADRB1,P08588,Homo sapiens,chembl_pchembl,EC50,290.0,nM,6.54,1,1,F,CHEMBL679,CHEMBL213,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL213&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,ADRB2,P07550,Homo sapiens,chembl_pchembl,Ki,196.0,nM,6.71,1,6,BF,CHEMBL679,CHEMBL210,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL210&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,ADRB3,P13945,Homo sapiens,chembl_pchembl,EC50,31.0,nM,7.51,1,2,F,CHEMBL679,CHEMBL246,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL246&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,DRD2,P14416,Homo sapiens,chembl_pchembl,Ki,910.0,nM,6.04,1,1,B,CHEMBL679,CHEMBL217,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL217&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,ALOX15,P12530,Oryctolagus cuniculus,chembl_pchembl_nonhuman,IC50,3279.0,nM,5.48,0,1,B,CHEMBL679,CHEMBL4358,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL4358&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,Adra1a,P43140,Rattus norvegicus,chembl_pchembl_nonhuman,Ki,254.0,nM,6.59,1,2,B,CHEMBL679,CHEMBL319,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL319&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,Adra1b,P15823,Rattus norvegicus,chembl_pchembl_nonhuman,Ki,977.0,nM,6.01,1,2,B,CHEMBL679,CHEMBL315,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL315&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,Adrb1,P18090,Rattus norvegicus,chembl_pchembl_nonhuman,Ki,1100.0,nM,5.96,0,3,B,CHEMBL679,CHEMBL3252,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL3252&pchembl_value__isnull=false
1028,epinephrine,UCTWMZQNUQWSLP-VIFPVBQESA-N,Adrb2,P10608,Rattus norvegicus,chembl_pchembl_nonhuman,Ki,720.0,nM,6.14,1,1,B,CHEMBL679,CHEMBL3754,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL679&target_chembl_id=CHEMBL3754&pchembl_value__isnull=false
1030,epirubicin,AOJJSUZBOXZQNB-VTZDEGQISA-N,HTR4,O70528,Cavia porcellus,chembl_pchembl_nonhuman,Ki,1323.0,nM,5.88,0,2,B,CHEMBL417,CHEMBL5017,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL417&target_chembl_id=CHEMBL5017&pchembl_value__isnull=false
1030,epirubicin,AOJJSUZBOXZQNB-VTZDEGQISA-N,NS3,A3EZJ3,Hepatitis C virus,chembl_pchembl_nonhuman,IC50,750.0,nM,6.12,1,1,B,CHEMBL417,CHEMBL1293269,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL417&target_chembl_id=CHEMBL1293269&pchembl_value__isnull=false
1030,epirubicin,AOJJSUZBOXZQNB-VTZDEGQISA-N,FYN,P06241,Homo sapiens,chembl_pchembl,IC50,5181.0,nM,5.29,0,1,B,CHEMBL417,CHEMBL1841,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL417&target_chembl_id=CHEMBL1841&pchembl_value__isnull=false
1030,epirubicin,AOJJSUZBOXZQNB-VTZDEGQISA-N,TOP2A,P11388,Homo sapiens,chembl_pchembl,IC50,3.0,nM,8.52,1,1,B,CHEMBL417,CHEMBL1806,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL417&target_chembl_id=CHEMBL1806&pchembl_value__isnull=false
1032,eplerenone,JUKPWJGBANNWMW-VWBFHTRKSA-N,NR3C1,P04150,Homo sapiens,chembl_pchembl,Ki,3162.28,nM,5.50,0,1,B,CHEMBL1095097,CHEMBL2034,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1095097&target_chembl_id=CHEMBL2034&pchembl_value__isnull=false
1032,eplerenone,JUKPWJGBANNWMW-VWBFHTRKSA-N,NR3C2,P08235,Homo sapiens,chembl_pchembl,IC50,63.1,nM,7.20,1,18,BF,CHEMBL1095097,CHEMBL1994,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1095097&target_chembl_id=CHEMBL1994&pchembl_value__isnull=false
1032,eplerenone,JUKPWJGBANNWMW-VWBFHTRKSA-N,Nr3c2,P22199,Rattus norvegicus,chembl_pchembl_nonhuman,IC50,39.81,nM,7.40,1,2,B,CHEMBL1095097,CHEMBL3507,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL1095097&target_chembl_id=CHEMBL3507&pchembl_value__isnull=false
1037,eprosartan,OROAFUQRIXKEMV-LDADJPATSA-N,AGTR1,P30556,Homo sapiens,chembl_pchembl,IC50,2.0,nM,8.70,1,2,B,CHEMBL813,CHEMBL227,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL813&target_chembl_id=CHEMBL227&pchembl_value__isnull=false
1037,eprosartan,OROAFUQRIXKEMV-LDADJPATSA-N,Agtr1b,P29089,Rattus norvegicus,chembl_pchembl_nonhuman,IC50,1.0,nM,9.00,1,1,B,CHEMBL813,CHEMBL263,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL813&target_chembl_id=CHEMBL263&pchembl_value__isnull=false
1037,eprosartan,OROAFUQRIXKEMV-LDADJPATSA-N,Agtr2,P35351,Rattus norvegicus,chembl_pchembl_nonhuman,IC50,1.0,nM,9.00,1,1,B,CHEMBL813,CHEMBL257,inchikey_exact,https://www.ebi.ac.uk/chembl/api/data/activity.json?molecule_chembl_id=CHEMBL813&target_chembl_id=CHEMBL257&pchembl_value__isnull=false
