struct_id,name,smiles,targets,moa_targets
4,levobupivacaine,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,CYP2D6;HTR3A;KCNA5;KCND3;KCNH2;PTGER1;SCN1A;SCN4A,SCN4A
5,(S)-nicardipine,COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,CACNA1C;CACNA1D,CACNA1C;CACNA1D
6,(S)-nitrendipine,CCOC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,CACNA1C;CACNA1D;CACNA1F;KCNN4,CACNA1C;CACNA1D
13,levdobutamine,C[C@@H](CCC1=CC=C(O)C=C1)NCCC1=CC=C(O)C(O)=C1,ADRB1,ADRB1
21,aminopterin,NC1=NC2=NC=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1,DHFR,DHFR
24,phenylbutanoic acid,OC(=O)CCCC1=CC=CC=C1,AKR1B1;HDAC1;HDAC2;HDAC8,
25,azacitidine,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,DNMT1;DNMT3A,DNMT1;DNMT3A
26,fluorouracil,FC1=CNC(=O)NC1=O,ABCC11;ABCC5;TYMS,TYMS
30,methoxsalen,COC1=C2OC=CC2=CC2=C1OC(=O)C=C2,ACHE;CYP1A2;MAOA,
35,abarelix,CC(C)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,GNRHR,GNRHR
38,acamprosate,CC(=O)NCCCS(O)(=O)=O,GABRA1;GABRB3;GABRG2;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B,GABRA1;GABRB3;GABRG2;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B
39,acarbose,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,AMY1A;AMY2A;GAA;MGAM;SI,AMY2A;MGAM
40,acebutolol,CCCC(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)C)C=C1,ADRB1;ADRB2,ADRB1
43,aceclofenac,OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,MAPK1;PTGS2;TTR,PTGS2
47,acemetacin,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O,GLO1;PTGS1;PTGS2,PTGS1;PTGS2
48,acenocoumarol,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=C(OC1=O)C=CC=C2,VKORC1,VKORC1
49,acefylline,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O,ADORA2B,
50,aceprometazine,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C,HRH1,HRH1
52,paracetamol,CC(=O)NC1=CC=C(O)C=C1,ALOX5AP;CA1;CA12;CA14;CA2;CA3;CA4;CA7;CA9;CNR1;MB;NR1I3;PTGS2;TRPV1,CNR1;PTGS2;TRPV1
54,acetanilide,CC(=O)NC1=CC=CC=C1,NAPRT,
56,acetazolamide,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,AQP1;CA1;CA11;CA12;CA13;CA14;CA2;CA3;CA4;CA5A;CA5B;CA6;CA7;CA9,CA1;CA12;CA2;CA4
57,acetohexamide,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,ABCC8;KCNJ11,ABCC8;KCNJ11
58,acetohydroxamic acid,CC(=O)NO,CA2,
59,acetophenazine,CC(=O)C1=CC=C2SC3=CC=CC=C3N(CCCN3CCN(CCO)CC3)C2=C1,DRD2,DRD2
60,racecadotril,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC1=CC=CC=C1,ACE;ECE1;MME,MME
62,acetoxolone,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C,CES1;CES2;HSD11B1;HSD11B2;HSD17B1;HSD17B2,
65,acetylcholine,CC(=O)OCC[N+](C)(C)C,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CHRNA4;CHRNA7;CHRNB2,CHRM3
66,acetylcysteine,CC(=O)N[C@@H](CS)C(O)=O,CYCS;GSS;SLC7A11;SOD2;VEGFA,
67,acetyldigitoxin,C[C@H]1O[C@H](C[C@H](OC(C)=O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2,ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2
73,acepromazine,CN(C)CCCN1C2=CC=CC=C2SC2=CC=C(C=C12)C(C)=O,DRD1;DRD2;PRNP,DRD1;DRD2
74,acetylsalicylic acid,CC(=O)OC1=CC=CC=C1C(O)=O,ASIC3;GGT1;NAPRT;PTGS1;PTGS2,PTGS1;PTGS2
76,acipimox,CC1=CN=C(C=[N+]1[O-])C(O)=O,HCAR2,HCAR2
78,acitretin,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,ABCB11;RARA;RARG,RARA;RARG
80,aclarubicin,CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2[C@H]1C(=O)OC)C(=O)C1=CC=CC(O)=C1C3=O,HTR2B;MMP2;TOP1;TOP2A;TOP2B,TOP1;TOP2A;TOP2B
81,aclatonium,CC(OC(C)=O)C(=O)OCC[N+](C)(C)C,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5
82,acrivastine,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC(\C=C\C(O)=O)=N1,ABCB1;HRH1,HRH1
85,acyclovir,NC1=NC2=C(N=CN2COCCO)C(=O)N1,PNP,
87,adapalene,COC1=CC=C(C=C1C12CC3CC(CC(C3)C1)C2)C1=CC=C2C=C(C=CC2=C1)C(O)=O,GLRA1;RARA;RARB;RARG,RARB;RARG
88,adefovir dipivoxil,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C,POLG,
89,adenine,NC1=NC=NC2=C1NC=N2,PI4K2A;PI4K2B;PI4KA;PI4KB;XDH,
90,adenosine,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,ADA;ADK;ADORA1;ADORA2A;ADORA2B;ADORA3;AHCY;DOT1L;GAPDH;MAP3K7;PI4K2A;PI4K2B,ADORA1;ADORA2A;ADORA2B
91,adenosine triphosphate,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,GPR17;HSPA1A;HSPA8;JAK2;MAP3K7;MAPKAPK2;P2RX1;P2RX3;P2RX4;P2RY1;P2RY11;P2RY13;P2RY2;P2RY4;TRAP1;TRPM4,
92,adenosine phosphate,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,DNPH1;FBP1;LDHA;SRC;TRPM2;TRPM4,
93,adinazolam,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRG1;GABRG2;GABRG3;TSPO,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRG1;GABRG2;GABRG3
99,agomelatine,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,HTR2A;HTR2B;HTR2C;MTNR1A;MTNR1B,HTR2C;MTNR1A;MTNR1B
100,ajmaline,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H]([C@H]2[C@H]4O)N3[C@@H]1O,CYP2D6;KCNA5;KCND3;SCN5A,KCNA5;KCND3;SCN5A
101,alacepril,C[C@H](CSC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,ACE,ACE
105,salbutamol,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,ADRB1;ADRB2,ADRB2
107,alclofenac,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1,PTGS1;PTGS2,PTGS2
109,alcuronium,OC\C=C1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C1=CN2[C@H]5C(=CN([C@H]31)C1=CC=CC=C41)[C@H]1C[C@H]3[C@@]5(CC[N@@+]3(CC=C)C\C1=C\CO)C1=CC=CC=C21,CHRM1;CHRM2;CHRM3;CHRM4;CHRNA1;CHRNA2;CHRNA4;CHRNA7;CHRNB1;CHRNB4;CHRND,
111,aldosterone,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@H](C(=O)CO)[C@]3(C[C@H](O)[C@H]21)C=O,NR3C2;SERPINA6;SHBG,
112,alendronic acid,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,FDPS;FNTB,FDPS
113,alexidine,CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC,PTPMT1;TLR9,
114,alfentanil,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,ABCB1;OPRM1,OPRM1
115,alfuzosin,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N(C)CCCNC(=O)C1CCCO1,ACHE;ADRA1A;ADRA1B;ADRA1D;SLC22A1,ADRA1A;ADRA1B;ADRA1D
119,aliskiren,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1,ABCB1;CYP3A4;REN,REN
120,alizapride,COC1=CC2=C(C=C1C(=O)NCC1CCCN1CC=C)N=NN2,ADRA2C;DRD2,DRD2
124,allopurinol,OC1=NC=NC2=C1C=NN2,HPRT1;XDH,XDH
128,almotriptan,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,HTR1B;HTR1D;HTR1F,HTR1B;HTR1D
129,alosetron,CN1C2=C(C3=C1C=CC=C3)C(=O)N(CC1=C(C)N=CN1)CC2,CYP1A2;HTR2B;HTR3A;KCNH2,HTR3A
130,alfacalcidol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,SLC6A2;VDR,VDR
133,alfaxalone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,GABRA1;GABRA2;GABRB2;GABRG2;SLC6A1,
134,alpidem,CCCN(CCC)C(=O)CC1=C(N=C2C=CC(Cl)=CN12)C1=CC=C(Cl)C=C1,ABCB11;GABRA1;TSPO,GABRA1
136,alprazolam,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12,BRD4;CYP3A4;GABRA1;GABRA2;GABRA3;GABRA5;GABRB2;GABRB3;GABRG2;PTAFR,GABRA1;GABRA2;GABRA3;GABRA5;GABRB2;GABRB3;GABRG2
137,alprenolol,CC(C)NCC(O)COC1=C(CC=C)C=CC=C1,ADRB1;ADRB2;ADRB3;HTR1A;HTR2A,ADRB1;ADRB2
138,alprostadil,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,CATSPER1;CATSPER2;CATSPER3;CATSPER4;PTGDR;PTGER1;PTGER2;PTGER3;PTGER4;PTGIR,PTGER1;PTGER2
141,altretamine,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,CYP1A2,
143,alvimopan,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1,OPRD1;OPRK1;OPRM1,OPRM1
144,amantadine,NC12CC3CC(CC(C3)C1)C2,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B;SIGMAR1;SLC47A1,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B
146,ambenonium,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=C(Cl)C=CC=C1)CC1=C(Cl)C=CC=C1,ACHE,ACHE
147,ambroxol,NC1=C(CN[C@H]2CC[C@H](O)CC2)C=C(Br)C=C1Br,CYP2D6;GBA;SCN10A;SLC6A4,GBA
150,amcinonide,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,NR3C1,NR3C1
156,amifostine,NCCCNCCSP(O)(O)=O,ALPL;DRD3,
158,amiloride,NC(=N)NC(=O)C1=C(N)N=C(N)C(Cl)=N1,ADORA2A;ASIC1;ASIC2;ASIC3;MAOA;PLAU;SCNN1A;SCNN1B;SCNN1G;SLC22A1;SLC9A1;SLC9A5,SCNN1A;SCNN1B;SCNN1G
160,aminoacridine,NC1=C2C=CC=CC2=NC2=CC=CC=C12,NQO2,
163,aminocaproic acid,NCCCCCC(O)=O,PLAT;PLG,PLAT;PLG
164,aminoglutethimide,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,CYP11A1;CYP19A1;TBXAS1,CYP11A1;CYP19A1
165,aminohippuric acid,NC1=CC=C(C=C1)C(=O)NCC(O)=O,SLC22A6,
171,aminophenazone,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,NAPRT;PTGS1;PTGS2,
172,aminopicoline,CC1=CC=NC(N)=C1,NOS2,
174,aminoquinuride,CC1=NC2=CC=C(NC(=O)NC3=CC=C4N=C(C)C=C(N)C4=C3)C=C2C(N)=C1,MMP1;MMP9,
176,amiodarone,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,ABCB1;ADORA3;ADRA2A;ADRA2B;ADRB1;ADRB3;BDKRB2;CACNA1H;CCR2;CCR4;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2C9;CYP3A4;DRD1;DRD2;DRD3;DRD4;EBP;EDNRA;ERBB2;FDFT1;FYN;HCN4;HRH2;HTR2A;HTR2B;HTR2C;HTR6;KCNA7;KCNH2;KDM5A;KDM7A;MC3R;MC4R;MC5R;OPRD1;OPRK1;OPRM1;PHF2;SCN5A;SIGMAR1;SLC6A2;SLC6A3;SLC6A4;SQLE;TACR2;THAP1;THRA;THRB,KCNH2
179,amisulpride,CCN1CCCC1CNC(=O)C1=C(OC)C=C(N)C(=C1)S(=O)(=O)CC,ADRA2A;ADRA2C;DRD2;DRD3;DRD4;HTR1B;HTR1D;HTR2A;HTR2B;HTR6;HTR7,DRD2;DRD3
180,amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC2=C1C=CC=C2,ADRA1A;ADRA1D;ADRA2A;ADRA2B;ADRA2C;AOX1;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD3;DRD5;HRH1;HRH2;HRH4;HTR1A;HTR2A;HTR2B;HTR2C;HTR6;HTR7;KCNH2;NTRK1;RET;SCN2A;SCN5A;SCN9A;SIGMAR1;SLC22A1;SLC22A2;SLC6A2;SLC6A3;SLC6A4,SLC6A2;SLC6A4
181,amitriptylinoxide,C[N+](C)([O-])CCC=C1C2=CC=CC=C2CCC2=C1C=CC=C2,RET,
182,amlexanox,CC(C)C1=CC=C2OC3=C(C=C(C(O)=O)C(N)=N3)C(=O)C2=C1,GPR35;IKBKE;PDE4A;PDE4B;PDE4C;PDE4D;TBK1,PDE4A;PDE4B;PDE4C;PDE4D
183,amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=C(Cl)C=CC=C1)C(=O)OC,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2C;AOX1;CA1;CACNA1C;CACNA1D;CACNA1H;CACNA2D1;CACNG1;HTR6;KCNK2;SLC6A3,CACNA1C;CACNA1D
186,amodiaquine,CCN(CC)CC1=C(O)C=CC(NC2=CC=NC3=CC(Cl)=CC=C23)=C1,APP;HNMT;HPSE;KCNH2,
191,amoxapine,ClC1=CC=C2OC3=C(C=CC=C3)N=C(N3CCNCC3)C2=C1,ABCB1;ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP2D6;DRD1;DRD2;DRD3;DRD4;GABRA1;GABRB2;GABRG2;HRH1;HTR1A;HTR2A;HTR2B;HTR2C;HTR3A;HTR6;HTR7;SLC6A2;SLC6A3;SLC6A4;SLC6A5,SLC6A2;SLC6A4
192,amoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(=O)N2[C@H]1C(O)=O,HTR2A;HTR2B;HTR2C,
193,amperozide,CCNC(=O)N1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1,FAAH;HTR6,
195,amfetamine,CC(N)CC1=CC=CC=C1,ADRA1A;ADRA2A;CARTPT;SLC6A2;SLC6A3;SLC6A4;TAAR1,SLC6A2;SLC6A3
198,ampicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,TEK;TRPM4,
200,amprenavir,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,CTSD;CYP3A4;TBXAS1,
201,amrinone,NC1=CC(=CNC1=O)C1=CC=NC=C1,PDE3A;PDE3B;PDE4A;PDE4B;PDE4C;PDE4D;TTK,PDE3A
203,amsacrine,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,CYP2D6;KCNH2;SLC22A1;TOP1;TOP1MT;TOP2A;TOP2B,
209,anagrelide,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,PDE2A;PDE3A,PDE3A
210,anastrozole,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,CYP19A1,CYP19A1
213,androisoxazole,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC5=NOC=C5C[C@]4(C)[C@H]3CC[C@]12C,AR,
214,androstenediol,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O,AR;ESR1;ESR2;SERPINA6;SHBG,
215,androstenedione,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,CYP19A1;HSD17B3;SERPINA6;SHBG,
217,anecortave,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@]12C,SERPINE1,
219,anhydrovinblastine,CCC1=C[C@@H]2C[N@](C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1,ABCB1;ABCC1;ABCC10;ABCC2;TUBB4B,
220,anileridine,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1,OPRM1,OPRM1
222,anisindione,COC1=CC=C(C=C1)C1C(=O)C2=C(C=CC=C2)C1=O,GGCX,GGCX
223,octatropine methylbromide,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C,CHRM1;CHRM3,CHRM1;CHRM3
224,antazoline,C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1,HRH1,HRH1
226,dithranol,OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2,ALOX12B;HPN;SIRT5,
228,apomorphine,CN1CCC2=C3[C@H]1CC1=CC=C(O)C(O)=C1C3=CC=C2,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;DRD1;DRD2;DRD3;DRD4;DRD5;HTR1A;HTR1B;HTR1D;HTR2A;HTR2B;HTR2C;MDM2;MPI;SLC22A1;TRPA1,DRD2
229,apraclonidine,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C,ADRA2A;ADRA2B;ADRA2C
230,aprepitant,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CYP3A4;TACR1;TACR3,TACR1
231,aprindine,CCN(CC)CCCN(C1CC2=C(C1)C=CC=C2)C1=CC=CC=C1,CALM1;CALM2;CALM3;CYP2D6;HCN4;KCNH2;PSMA1;SCN5A;SLC8A1,CALM1;CALM2;CALM3
234,aranidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OCC(C)=O,CACNA1C;CACNA1D,CACNA1C;CACNA1D
237,arbutamine,O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1,ADRB1,ADRB1
239,argatroban,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,F10;F2;PLAT,F2
242,aripiprazole,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,ABCB1;ADRA1A;ADRA1B;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD1;DRD2;DRD3;DRD4;DRD5;H1F0;HRH1;HTR1A;HTR1B;HTR1D;HTR1E;HTR2A;HTR2B;HTR2C;HTR3A;HTR5A;HTR6;HTR7;KCNH2;SLC6A2;SLC6A3;SLC6A4,DRD2;HTR1A;HTR2A
244,arsenic trioxide,O=[As]O[As]=O,KCNH2;TXNRD1,TXNRD1
249,astemizole,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=C(C=CC=C3)N2CC2=CC=C(F)C=C2)C=C1,ABCB1;ABCG2;ADORA3;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB3;CALM1;CALM2;CALM3;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP3A4;DRD1;DRD2;DRD3;DRD4;EED;EGFR;ERBB2;FYN;GLRA1;HLA-A;HRH1;HRH2;HRH4;HTR1A;HTR2A;HTR2B;HTR2C;HTR3A;HTR6;KCNH1;KCNH2;LCK;MC3R;MC4R;MC5R;OPRD1;OPRK1;OPRM1;SIGMAR1;SLC28A1;SLC47A1;SLC6A2;SLC6A3;SLC6A4;SSTR5;TACR1;TACR2;TMEM97,HRH1
252,asulacrine,CNC(=O)C1=CC=CC2=C(NC3=C(OC)C=C(NS(C)(=O)=O)C=C3)C3=CC=CC(C)=C3N=C12,TOP2A,
254,atazanavir,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,ABCB1;CYP1A2;CYP2C9;CYP3A4;UGT1A1,
255,atenolol,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,ADORA3;ADRB1;ADRB2,ADRB1
256,atomoxetine,CNCC[C@@H](OC1=C(C)C=CC=C1)C1=CC=CC=C1,CYP2D6;KCNH2;KCNJ3;KCNJ5;KCNJ6;KLF10;SLC6A2;SLC6A3;SLC6A4,SLC6A2
257,atorvastatin,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,CYP3A4;HDAC1;HDAC2;HDAC6;HMGCR;NR1I3,HMGCR
258,atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,DHODH,
259,atracurium,COC1=C(OC)C=C(CC2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3C2CC2=CC(OC)=C(OC)C=C2)C=C1,CHRNA1;CHRNA2;CHRNA3;CHRNA4;CHRNA7;CHRNB1;CHRND,CHRNA1;CHRNB1;CHRND
260,atropine,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,ADRA1D;ADRA2A;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;HRH1;HTR2A;HTR2C;SLC22A1,CHRM1;CHRM2;CHRM3
266,azapropazone,CCCC1C(=O)N2N(C1=O)C1=CC(C)=CC=C1N=C2N(C)C,PTGS1;XDH,
267,azasetron,CN1C(=O)COC2=C(C=C(Cl)C=C12)C(=O)NC1CN2CCC1CC2,HTR3A,HTR3A
268,azatadine,CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2,HRH1,HRH1
269,azathioprine,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,ABCC4;ABCC5;ABCG2;RAC1;TPMT,
270,azelaic acid,OC(=O)CCCCCCCC(O)=O,SRD5A2,
271,azelastine,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=C(C=CC=C2)C1=O,ABCB1;ADRA1A;ADRA1B;CHRM1;HRH1;HRH3;HTR2B;HTR2C;KCNH2,HRH1
272,azelnidipine,CC(C)OC(=O)C1=C(C)NC(N)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC1CN(C1)C(C1=CC=CC=C1)C1=CC=CC=C1,CACNA1C;CACNA1D,CACNA1C;CACNA1D
274,azimilide,CN1CCN(CCCCN2C(=O)CN(N=CC3=CC=C(O3)C3=CC=C(Cl)C=C3)C2=O)CC1,KCNH2,
