struct_id,name,smiles,targets,moa_targets
1229,fluvastatin,CC(C)N1C(\C=C\[C@H](O)C[C@H](O)CC(O)=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1,CYP2C9;HMGCR;NR1I3;RXRA;SLC10A1,HMGCR
1230,fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,CYP1A2;SIGMAR1;SLC6A2;SLC6A3;SLC6A4,SLC6A4
1231,folic acid,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CNC2=N1,TYMS,
1232,leucovorin,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,DHFR;TYMS,
1233,fomepizole,CC1=CNN=C1,ADH1A;ADH1B;ADH1C,ADH1A;ADH1B;ADH1C
1236,fondaparinux,CO[C@H]1O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(O)(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(O)(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS(O)(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS(O)(=O)=O)[C@H]3NS(O)(=O)=O)[C@H](O)[C@H]2OS(O)(=O)=O)C(O)=O)[C@H](O)[C@H]1NS(O)(=O)=O,SERPINC1,SERPINC1
1238,formestane,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@]34C)[C@@H]1CCC2=O,CYP19A1,
1239,formoterol,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,ADRB1;ADRB2;ADRB3;DRD2;DRD3;HSP90AA1,ADRB2
1245,fosinopril,CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,ACE,ACE
1247,fosphenytoin,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,SCN5A,SCN5A
1251,frovatriptan,CN[C@@H]1CCC2=C(C1)C1=CC(=CC=C1N2)C(N)=O,HTR1A;HTR1B;HTR1D,HTR1B;HTR1D
1252,fructose,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,GLRA1,
1253,ftivazide,COC1=C(O)C=CC(C=NNC(=O)C2=CC=NC=C2)=C1,MPO,
1255,fulvestrant,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC1=CC(O)=CC=C31,EPHX2;ESR1;ESR2;ESRRA;GPER1;NR1H4;NR1I2;PGR,ESR1;ESR2
1256,furaltadone,[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(CN2CCOCC2)OC1=O,MAPK9,
1258,furosemide,NS(=O)(=O)C1=CC(C(O)=O)=C(NCC2=CC=CO2)C=C1Cl,ATP1A1;CA1;CA12;CA14;CA2;CA4;CA5A;CA5B;CA6;CA7;CA9;CISD1;GPR35;HSD11B1;SLC12A1;SLC12A2,SLC12A1
1261,fusidic acid,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@H]2[C@H](O)C[C@H]2\C([C@H](C[C@]12C)OC(C)=O)=C(/CCC=C(C)C)C(O)=O,ABCB11,
1262,aminobutyric acid,NCCCC(O)=O,GABRR1;SLC6A1;SLC6A11;SLC6A12;SLC6A13,
1264,gabapentin,NCC1(CC(O)=O)CCCCC1,ADORA1;ADRA2A;CACNA2D1;CACNA2D2;GABBR2;GRIN3A;KCNQ3;KCNQ5;SCN5A;SLC7A5,CACNA2D1;CACNA2D2
1272,galantamine,COC1=CC=C2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3OC1=C24,ACHE;BCHE,ACHE
1273,gallamine,CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,ACHE;CHRM1;CHRM2;CHRNA1,CHRM2
1275,gallopamil,COC1=CC(=CC(OC)=C1OC)C(CCCN(C)CCC1=CC(OC)=C(OC)C=C1)(C#N)C(C)C,SCN1A;SCN2A;SCN3A,
1276,gamolenic acid,CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O,F3;FFAR1;PPARA;PPARD;PPARG;SRD5A2,
1277,ganciclovir,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,GRM1;GRM5,
1279,ganirelix,CCNC(NCC)=NCCCC[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,GNRHR,GNRHR
1282,gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,ABCG2;ABL1;ABL2;AXL;BACE1;BLK;BRAF;CDK7;CHEK2;CIT;CSNK1D;CSNK1E;DAPK3;DCLK3;DMPK;EGFR;EPHA1;EPHA3;EPHA5;EPHA6;EPHA8;EPHB1;EPHB4;EPHB6;ERBB2;ERBB3;ERBB4;FGR;FLT3;FRK;GAK;HCK;HIPK4;IRAK1;IRAK3;IRAK4;KDR;KIT;LCK;LTK;LYN;MAP2K5;MAP3K19;MAP3K2;MAP3K3;MAPK10;MAPK4;MAPK6;MAPK9;MET;MINK1;MKNK1;MKNK2;MYLK2;NLK;NUAK2;PHKG1;PHKG2;PIM3;PIP4K2C;PRKD1;PTK6;RET;RIPK2;RPS6KA4;SBK1;SIK2;SLK;SRC;STK10;STK17A;STK17B;STK36;TNIK;TNK2;TXK,EGFR
1283,gemcitabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,CMPK1;DCK;POLA1;POLD1;POLE;RRM1;RRM2;TYMS,POLA1;POLD1;POLE;RRM1;RRM2
1285,gemfibrozil,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,CISD1;CYP2C8;CYP2C9;LPL;PPARA;TTR,PPARA
1291,gestodene,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,CYP3A5;PGR,
1292,gestrinone,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C,SHBG,
1293,gimeracil,OC1=CC(=O)NC=C1Cl,DPYD,DPYD
1297,glafenine,OCC(O)COC(=O)C1=C(NC2=CC=NC3=CC(Cl)=CC=C23)C=CC=C1,ABCB11,
1298,glibornuride,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N[C@@H]1[C@H](O)[C@]2(C)CC[C@H]1C2(C)C,ABCC8;ABCC9;KCNJ11,ABCC8;KCNJ11
1299,gliclazide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,ABCC8;ABCC9;KCNJ11,ABCC8;KCNJ11
1300,glimepiride,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,ABCC8;ABCC9;KCNJ11,ABCC8;KCNJ11
1301,glipizide,CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,ABCC8;KCNJ11,ABCC8;KCNJ11
1302,gliquidone,COC1=CC=C2C(=C1)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C,ABCC8;KCNJ11,ABCC8;KCNJ11
1305,glisoxepide,CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,ABCC8;KCNJ11,ABCC8;KCNJ11
1310,glutamic acid,N[C@@H](CCC(O)=O)C(O)=O,ADORA3;GLUD1;GLUD2;GRIA1;GRIA2;GRIA3;GRIA4;GRIK1;GRIK2;GRIK3;GRIK4;GRIK5;GRM1;GRM2;GRM3;GRM4;GRM5;GRM6;GRM7;GRM8;GSR;SLC1A1;SLC1A2;SLC1A3,
1312,glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,GSTK1,
1313,glutethimide,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,GABRA1;GABRB3;GABRG2,GABRA1;GABRB3;GABRG2
1314,glibenclamide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,ABCB11;ABCC8;ABCC9;CFTR;CISD1;CYP2C9;KCNH2;KCNJ11;NLRP3;PPARG,ABCC8;KCNJ11
1319,glycine,NCC(O)=O,OR51E2;SLC6A9,
1325,glycyrrhizic acid,CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C(O)=O,HMGB1;HSD11B1;HSD11B2,
1327,goserelin,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,GNRHR;LHCGR,GNRHR
1328,gossypol,CC(C)C1=C(O)C(O)=C(C=O)C2=C(O)C(=C(C)C=C12)C1=C(O)C2=C(C=O)C(O)=C(O)C(C(C)C)=C2C=C1C,AKR1B1;BCL2;BCL2L1;BCL2L2;ESR1;KIF11;LDHA;LDHB;MCL1;MPG;SLC2A1,
1329,granisetron,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2,CHRNA3;CHRNA4;CHRNB2;HTR3A;HTR3B;KCNH2;SLC22A2;SLC47A1,HTR3A
1330,grepafloxacin,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,KCNH2,
1331,griseofulvin,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,CYP51A1;SLC22A1,
1334,guaiacol,COC1=CC=CC=C1O,CA1;CA2,
1339,guanadrel,NC(=N)NCC1COC2(CCCCC2)O1,ADRA1A;SLC6A2,SLC6A2
1342,guanethidine,NC(=N)NCCN1CCCCCCC1,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;SLC6A2,SLC6A2
1343,guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,ADRA1D;ADRA2A;ADRA2B;ADRA2C;HTR2A;HTR2B;HTR2C;NISCH,ADRA2A
1344,guanidine,NC(N)=N,KCNA1;KCNA10;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNB1;KCNB2;KCNC1;KCNC2;KCNC3;KCNC4;KCND1;KCND2;KCND3;KCNF1;KCNG1;KCNG2;KCNG3;KCNG4;KCNH1;KCNH2;KCNH3;KCNH4;KCNH5;KCNH6;KCNH7;KCNH8;KCNQ1;KCNQ2;KCNQ3;KCNQ4;KCNQ5;KCNS1;KCNS2;KCNS3;KCNV1;KCNV2,KCNA1;KCNA10;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNB1;KCNB2;KCNC1;KCNC2;KCNC3;KCNC4;KCND1;KCND2;KCND3;KCNF1;KCNG1;KCNG2;KCNG3;KCNG4;KCNH1;KCNH2;KCNH3;KCNH4;KCNH5;KCNH6;KCNH7;KCNH8;KCNQ1;KCNQ2;KCNQ3;KCNQ4;KCNQ5;KCNS1;KCNS2;KCNS3;KCNV1;KCNV2
1348,halazepam,FC(F)(F)CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ
1349,ulobetasol propionate,CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl,NR3C1,NR3C1
1350,halofantrine,CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F,KCNH2,
1353,haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,ABCB1;ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB2;CALM1;CALM2;CALM3;CHRM1;CHRM3;CHRM5;DRD1;DRD2;DRD3;DRD4;DRD5;EBP;H1F0;HRH1;HRH2;HTR1A;HTR1B;HTR1D;HTR1E;HTR1F;HTR2A;HTR2B;HTR2C;HTR5A;HTR6;HTR7;KCNH1;KCNH2;KCNK2;OPRM1;SCN1A;SCN2A;SCN3A;SIGMAR1;SLC6A2;SLC6A4;TMEM97,DRD2
1354,halopredone acetate,CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C(Br)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(C)=O,NR3C1,NR3C1
1355,haloprogin,ClC1=CC(Cl)=C(OCC#CI)C=C1Cl,ADORA3;ADRA2A;ADRA2B;ADRA2C;DRD1;DRD3;GALE;HTR2A;HTR2C;HTR6;OPRK1;SLC6A2;SLC6A3;SLC6A4;TACR2,
1356,halothane,FC(F)(F)C(Cl)Br,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ;GLRA1;GLRB;KCNK10;KCNK18;KCNK2;KCNK3;KCNK9,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ;GLRA1;GLRB;KCNK10;KCNK18;KCNK2;KCNK3;KCNK9
1362,hesperetin,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,CA12;CA4;CA7;CYP1B1;DPP4;GSK3B;KDM1A,
1364,hexachlorophene,OC1=C(Cl)C=C(Cl)C(Cl)=C1CC1=C(Cl)C(Cl)=CC(Cl)=C1O,ACHE;ADORA2A;ADORA3;ADRA2A;ADRA2C;CYP1A2;CYP2C19;EGFR;ERBB2;ESR1;ESR2;FYN;HSPA1A;HSPA5;HSPA8;HTR2B;HTR2C;LCK;MAPK1;MAPK14;MAPK3;MIF;NAPEPLD;PTGS2;SLC6A4;TACR2;TBXAS1;VCP,
1365,hexafluronium,C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C2=C1C=CC=C2)C1C2=CC=CC=C2C2=C1C=CC=C2,ACHE,ACHE
1366,hexamethonium,C[N+](C)(C)CCCCCC[N+](C)(C)C,CHRNA4;CHRNA6;CHRNB2;CHRNB4,
1368,hexestrol,CC[C@@H]([C@@H](CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,ESR1,
1369,hexobarbital,CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1,GABRA1;GABRA2;GABRA3;GABRA5;GABRB3;GABRG2,
1370,hexobendine,COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN(C)CCN(C)CCCOC(=O)C1=CC(OC)=C(OC)C(OC)=C1,SCN1A;SCN2A;SCN3A,
1371,hexocyclium,C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,CHRM1;CHRM3
1373,hexylcaine,CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1,SCN1A;SCN2A;SCN3A,SCN1A;SCN2A;SCN3A
1374,hexylresorcinol,CCCCCCC1=C(O)C=C(O)C=C1,ALOX5;TYR,
1375,histamine,NCCC1=CN=CN1,HRH1;HRH2;HRH3;HRH4;TAAR1,HRH1
1377,histidine,N[C@@H](CC1=CN=CN1)C(O)=O,SLC7A5,
1379,homatropine,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(O)C1=CC=CC=C1,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,
1383,hycanthone,CCN(CC)CCNC1=CC=C(CO)C2=C1C(=O)C1=CC=CC=C1S2,APEX1,
1384,hydralazine,NNC1=NN=CC2=CC=CC=C12,AOX1;CACNA1C;DNMT1;DNMT3A;DNMT3B;MPO;RYR2,RYR2
1385,hydrochlorothiazide,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,CA1;CA2;CA4;KCNMA1;SLC12A3,SLC12A3
1386,hydrocodone,COC1=CC=C2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5OC1=C2[C@]45CCN3C,OPRK1;OPRM1,OPRM1
1387,hydrocortamate,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,NR3C1,NR3C1
1388,hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,ANXA1;NOS2;NR3C1;NR3C2;SERPINA6;SHBG,NR3C1
1390,hydrocortisone cypionate,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,NR3C1,NR3C1
1392,hydroflumethiazide,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,SLC12A3,SLC12A3
1393,hydromorphone,CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3CCC4=O)=CC=C5O,OPRD1;OPRK1;OPRM1,OPRM1
1394,hydroxyamfetamine,CC(N)CC1=CC=C(O)C=C1,BACE1;TAAR1,TAAR1
1395,hydroxychloroquine,CCN(CCO)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,ADRA1D;ADRA2A;ADRA2B;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;HBA1;KCNH2;SIGMAR1;TLR7;TLR9;TMEM97,TLR7;TLR9
1399,hydroxycarbamide,NC(=O)NO,CA2;CA5A;CA9;RRM1;RRM2,RRM1;RRM2
1400,hydroxyzine,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,CYP2D6;DRD2;HRH1;HTR2A,HRH1
1401,hymecromone,CC1=CC(=O)OC2=C1C=CC(O)=C2,AKR1B1;CA12;CA9;HSD17B3;MAOB,
1402,hyoscyamine,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,CHRM1;CHRM2;CHRM3
1404,ibandronic acid,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,FDPS;GGPS1,FDPS
1406,ibudilast,CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,PDE4A;PDE4B;PDE4C;PDE4D,
1407,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,AKR1C2;AKR1C3;ALOX5;ASIC1;CXCL8;CYP2C9;PTGS1;PTGS2;SLC5A8,PTGS1;PTGS2
1412,ibutilide,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,KCNH2,
1413,icosapent ethyl,CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,DGAT1,DGAT1
1414,idarubicin,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=CC=CC=C1C3=O)C(C)=O,ABCB1;ABCC1;TOP2A,TOP2A
1416,idebenone,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,CYP2C19;CYP2C9;CYP2D6;CYP3A4,
1417,idoxuridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,TK1,
1419,ifenprodil,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1,GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;HRH1;KCNH2;SIGMAR1,
1422,iloprost,CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,PTGDR;PTGER1;PTGER2;PTGER3;PTGER4;PTGFR;PTGIR;TBXA2R,PTGIR
1423,imatinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,ABCB1;ABCC1;ABCG2;ABL1;ABL2;BCR;BLK;BMX;BRAF;CA1;CA12;CA14;CA2;CA3;CA4;CA5A;CA5B;CA6;CA7;CA9;CDK19;CLK1;CLK4;CSF1R;DDR1;DDR2;EGFR;EPHA8;EPHB1;EPHB4;FGFR1;FGFR2;FGR;FLT3;FRK;FYN;GAK;HIPK4;HRH2;HTR2A;INSR;IRAK1;JAK2;KARS;KDR;KIT;LCK;LYN;MAPK10;MAPK14;MAPK8;MAPK9;MELK;NQO2;PDGFRA;PDGFRB;PIP4K2C;PLK4;RAF1;SLC22A2;SLC22A3;SLC47A1;SLC47A2;SLC6A4;SRC;STK17A;SYK;TBXAS1;TNNI3K;TYK2;ZAK,ABL1;KIT;PDGFRB
1424,imidapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@@H](CN(C)C1=O)C(O)=O,ACE,ACE
1427,imipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,ADORA3;ADRA1A;ADRA2B;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;DRD2;DRD3;HRH1;HTR1A;HTR2A;HTR2C;KCNH1;KCNH2;PRNP;SCN1A;SCN2A;SCN3A;SIGMAR1;SLC22A1;SLC22A2;SLC6A2;SLC6A3;SLC6A4;SMPD1,SLC6A2;SLC6A4
1429,imiquimod,CC(C)CN1C=NC2=C(N)N=C3C=CC=CC3=C12,ADORA2A;ADRA1D;HRH2;TLR7,TLR7
1431,incadronic acid,OP(O)(=O)C(NC1CCCCCC1)P(O)(O)=O,FDPS,FDPS
1433,indapamide,CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,CA1;CA12;CA13;CA14;CA2;CA4;CA5A;CA5B;CA6;CA7;CA9;KCNQ1;SLC12A3,SLC12A3
1434,indecainide,CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=C1C=CC=C2,SCN5A,SCN5A
1437,indinavir,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2,CYP3A4;SLC47A1;SLC47A2;TACR2;TBXAS1,
1438,indisetron,CN1C[C@@H]2C[C@@H](C[C@H](C1)N2C)NC(=O)C1=NNC2=C1C=CC=C2,HTR3A,HTR3A
1439,indobufen,CCC(C(O)=O)C1=CC=C(C=C1)N1CC2=C(C=CC=C2)C1=O,PTGS1;PTGS2,
1440,indomethacin,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,ABCB1;ABCC1;AKR1B1;AKR1C2;AKR1C3;AKR1C4;AR;CXCL8;DHRS9;GLO1;KCNA7;MT-CO2;NAPRT;PPARG;PTGDR2;PTGER2;PTGES;PTGS1;PTGS2,PTGS1;PTGS2
1443,indoramin,O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C1=CC=CC=C1,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;DRD4,
1446,intoplicine,CN(C)CCCNC1=NC=C(C)C2=C1C1=C3C=CC(O)=CC3=CC=C1N2,TOP1;TOP1MT;TOP2A,
1457,diiodohydroxyquinoline,OC1=C2N=CC=CC2=C(I)C=C1I,ADORA3;EGFR;ERBB2;FYN;LCK;MAPK1;MAPK14;MAPK3,
1475,ipratropium,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;SLC22A2,CHRM3
1477,ipriflavone,CC(C)OC1=CC=C2C(=O)C(=COC2=C1)C1=CC=CC=C1,PTGS1;SLC6A2,
1478,iprindole,CN(C)CCCN1C2=C(CCCCCC2)C2=CC=CC=C12,HRH1;SLC6A2;SLC6A3;SLC6A4,
1480,iproniazid,CC(C)NNC(=O)C1=CC=NC=C1,MAOA;MAOB,MAOA;MAOB
1481,irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,AGTR1;EDNRA;SLC10A1,AGTR1
1482,irinotecan,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,ABCB1;ABCC1;ABCC2;ABCC4;ABCG2;ACHE;ADRA2C;CHRM4;MMP1;SLC22A1;SLC22A2;SLC22A3;SLC47A1;SLC47A2;TOP1,TOP1
1483,irofulven,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,CHEK2,
1490,isocarboxazid,CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1,MAOA;MAOB,MAOA;MAOB
1491,isoetarine,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1,ADRB2,ADRB2
1493,isoflurane,FC(F)OC(Cl)C(F)(F)F,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ;GLRA1;GLRB;HTR2B;KCNK10;KCNK18;KCNK2;KCNK3;KCNK9,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ;GLRA1;GLRB;KCNK10;KCNK18;KCNK2;KCNK3;KCNK9
1494,fluostigmine,CC(C)OP(F)(=O)OC(C)C,ACHE;CTSA;PTGS2,ACHE
1497,isoniazid,NNC(=O)C1=CC=NC=C1,CYP3A4;CYP3A5;MPO,
